"Source","InstalledOn","Description","InstalledBy"
"Server39","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server40","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server42","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server42","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server42","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server42","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server43","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server43","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server43","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server43","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server43","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server45","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server45","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server45","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server45","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server45","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server45","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server47","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server47","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server47","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server47","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server47","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server48","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server48","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server48","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server48","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server48","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server48","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server48","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server49","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server49","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server50","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server50","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server51","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server51","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server52","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server52","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server54","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server54","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server54","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server54","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server54","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server55","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server55","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server56","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server56","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server59","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server59","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server59","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server59","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server59","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server59","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server60","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server60","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server60","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server60","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server61","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server62","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server62","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server62","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server62","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server62","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server63","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server63","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server63","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server63","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server63","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server64","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server64","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server65","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server66","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server66","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server66","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server66","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server67","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server67","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server67","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server68","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server68","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server68","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server70","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server70","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server70","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server71","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server71","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server71","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server72","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server72","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server72","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server72","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server72","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server73","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server73","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server73","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server73","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server76","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server76","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server76","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server77","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server77","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server77","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server77","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server77","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server77","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server79","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server79","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server79","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server79","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server80","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server81","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server81","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server81","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server81","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server81","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server81","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server82","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server82","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server82","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server82","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server82","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server82","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server83","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server83","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server83","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server83","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server83","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server83","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server83","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server84","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server84","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server84","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server84","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server84","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server84","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server84","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server85","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server85","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server85","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server85","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server85","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server85","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server85","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server87","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server87","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server87","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server88","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server88","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server89","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server89","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server89","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server90","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server90","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server90","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server91","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server92","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server92","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server92","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server94","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server94","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server95","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server95","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server95","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server95","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server95","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server96","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server96","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server96","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server97","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server97","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server99","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server99","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server99","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server99","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server99","12/28/2019 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server99","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server99","12/28/2019 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server0","1/4/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server0","1/4/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server0","1/4/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server0","1/4/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server0","1/4/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server0","1/4/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server2","1/4/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server2","1/4/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server3","1/4/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server4","1/4/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server5","1/4/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server6","1/4/2020 12:00:00 AM","Security Update","NT AUTHORITY\SYSTEM"
"Server6","1/4/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
"Server6","1/4/2020 12:00:00 AM","Update","NT AUTHORITY\SYSTEM"
