"ServerName","DateOffset","Risk","Count"
"Server43",-91,"low",10
"Server43",-91,"medium",39
"Server43",-91,"high",20
"Server43",-91,"critical",10
"Server43",-91,"total",195
"Server44",-91,"none",124
"Server44",-91,"low",10
"Server44",-91,"medium",41
"Server44",-91,"high",21
"Server44",-91,"critical",10
"Server44",-91,"total",207
"Server45",-91,"none",155
"Server45",-91,"low",13
"Server45",-91,"medium",52
"Server45",-91,"high",26
"Server45",-91,"critical",13
"Server45",-91,"total",258
"Server46",-91,"none",144
"Server46",-91,"low",12
"Server46",-91,"medium",48
"Server46",-91,"high",24
"Server46",-91,"critical",12
"Server46",-91,"total",240
"Server47",-91,"none",235
"Server47",-91,"low",20
"Server47",-91,"medium",78
"Server47",-91,"high",39
"Server47",-91,"critical",20
"Server47",-91,"total",392
"Server48",-91,"none",181
"Server48",-91,"low",15
"Server48",-91,"medium",60
"Server48",-91,"high",30
"Server48",-91,"critical",15
"Server48",-91,"total",302
"Server49",-91,"none",204
"Server49",-91,"low",17
"Server49",-91,"medium",68
"Server49",-91,"high",34
"Server49",-91,"critical",17
"Server49",-91,"total",340
"Server0",-90,"none",197
"Server0",-90,"low",16
"Server0",-90,"medium",66
"Server0",-90,"high",33
"Server0",-90,"critical",16
"Server0",-90,"total",328
"Server1",-90,"none",156
"Server1",-90,"low",13
"Server1",-90,"medium",52
"Server1",-90,"high",26
"Server1",-90,"critical",13
"Server1",-90,"total",260
"Server2",-90,"none",130
"Server2",-90,"low",11
"Server2",-90,"medium",43
"Server2",-90,"high",22
"Server2",-90,"critical",11
"Server2",-90,"total",217
"Server3",-90,"none",178
"Server3",-90,"low",15
"Server3",-90,"medium",59
"Server3",-90,"high",30
"Server3",-90,"critical",15
"Server3",-90,"total",297
"Server4",-90,"none",190
"Server4",-90,"low",16
"Server4",-90,"medium",63
"Server4",-90,"high",32
"Server4",-90,"critical",16
"Server4",-90,"total",317
"Server5",-90,"none",152
"Server5",-90,"low",13
"Server5",-90,"medium",51
"Server5",-90,"high",25
"Server5",-90,"critical",13
"Server5",-90,"total",254
"Server6",-90,"none",97
"Server6",-90,"low",8
"Server6",-90,"medium",32
"Server6",-90,"high",16
"Server6",-90,"critical",8
"Server6",-90,"total",162
"Server7",-90,"none",157
"Server7",-90,"low",13
"Server7",-90,"medium",52
"Server7",-90,"high",26
"Server7",-90,"critical",13
"Server7",-90,"total",261
"Server8",-90,"none",211
"Server8",-90,"low",18
"Server8",-90,"medium",70
"Server8",-90,"high",35
"Server8",-90,"critical",18
"Server8",-90,"total",352
"Server9",-90,"none",103
"Server9",-90,"low",9
"Server9",-90,"medium",34
"Server9",-90,"high",17
"Server9",-90,"critical",9
"Server9",-90,"total",171
"Server10",-90,"none",107
"Server10",-90,"low",9
"Server10",-90,"medium",36
"Server10",-90,"high",18
"Server10",-90,"critical",9
"Server10",-90,"total",178
"Server11",-90,"none",149
"Server11",-90,"low",12
"Server11",-90,"medium",50
"Server11",-90,"high",25
"Server11",-90,"critical",12
"Server11",-90,"total",248
"Server12",-90,"none",160
"Server12",-90,"low",13
"Server12",-90,"medium",53
"Server12",-90,"high",27
"Server12",-90,"critical",13
"Server12",-90,"total",266
"Server13",-90,"none",142
"Server13",-90,"low",12
"Server13",-90,"medium",47
"Server13",-90,"high",24
"Server13",-90,"critical",12
"Server13",-90,"total",237
"Server14",-90,"none",115
"Server14",-90,"low",10
"Server14",-90,"medium",38
"Server14",-90,"high",19
"Server14",-90,"critical",10
"Server14",-90,"total",192
"Server15",-90,"none",149
"Server15",-90,"low",12
"Server15",-90,"medium",50
"Server15",-90,"high",25
"Server15",-90,"critical",12
"Server15",-90,"total",248
"Server16",-90,"none",148
"Server16",-90,"low",12
"Server16",-90,"medium",49
"Server16",-90,"high",25
"Server16",-90,"critical",12
"Server16",-90,"total",246
"Server17",-90,"none",96
"Server17",-90,"low",8
"Server17",-90,"medium",32
"Server17",-90,"high",16
"Server17",-90,"critical",8
"Server17",-90,"total",160
"Server18",-90,"none",187
"Server18",-90,"low",16
"Server18",-90,"medium",62
"Server18",-90,"high",31
"Server18",-90,"critical",16
"Server18",-90,"total",311
"Server19",-90,"none",218
"Server19",-90,"low",18
"Server19",-90,"medium",73
"Server19",-90,"high",36
"Server19",-90,"critical",18
"Server19",-90,"total",364
"Server20",-90,"none",127
"Server20",-90,"low",11
"Server20",-90,"medium",42
"Server20",-90,"high",21
"Server20",-90,"critical",11
"Server20",-90,"total",212
"Server21",-90,"none",130
"Server21",-90,"low",11
"Server21",-90,"medium",43
"Server21",-90,"high",22
"Server21",-90,"critical",11
"Server21",-90,"total",216
"Server22",-90,"none",158
"Server22",-90,"low",13
"Server22",-90,"medium",53
"Server22",-90,"high",26
"Server22",-90,"critical",13
"Server22",-90,"total",263
"Server23",-90,"none",168
"Server23",-90,"low",14
"Server23",-90,"medium",56
"Server23",-90,"high",28
"Server23",-90,"critical",14
"Server23",-90,"total",280
"Server24",-90,"none",134
"Server24",-90,"low",11
"Server24",-90,"medium",45
"Server24",-90,"high",22
"Server24",-90,"critical",11
"Server24",-90,"total",224
"Server25",-90,"none",151
"Server25",-90,"low",13
"Server25",-90,"medium",50
"Server25",-90,"high",25
"Server25",-90,"critical",13
"Server25",-90,"total",252
"Server26",-90,"none",196
"Server26",-90,"low",16
"Server26",-90,"medium",65
"Server26",-90,"high",33
"Server26",-90,"critical",16
"Server26",-90,"total",326
"Server27",-90,"none",125
"Server27",-90,"low",10
"Server27",-90,"medium",42
"Server27",-90,"high",21
"Server27",-90,"critical",10
"Server27",-90,"total",209
"Server28",-90,"none",134
"Server28",-90,"low",11
"Server28",-90,"medium",45
"Server28",-90,"high",22
"Server28",-90,"critical",11
"Server28",-90,"total",223
"Server29",-90,"none",134
"Server29",-90,"low",11
"Server29",-90,"medium",45
"Server29",-90,"high",22
"Server29",-90,"critical",11
"Server29",-90,"total",224
"Server30",-90,"none",140
"Server30",-90,"low",12
"Server30",-90,"medium",47
"Server30",-90,"high",23
"Server30",-90,"critical",12
"Server30",-90,"total",234
"Server31",-90,"none",188
"Server31",-90,"low",16
"Server31",-90,"medium",63
"Server31",-90,"high",31
"Server31",-90,"critical",16
"Server31",-90,"total",313
"Server32",-90,"none",200
"Server32",-90,"low",17
"Server32",-90,"medium",67
"Server32",-90,"high",33
"Server32",-90,"critical",17
"Server32",-90,"total",333
"Server33",-90,"none",148
"Server33",-90,"low",12
"Server33",-90,"medium",49
"Server33",-90,"high",25
"Server33",-90,"critical",12
"Server33",-90,"total",246
"Server34",-90,"none",157
"Server34",-90,"low",13
"Server34",-90,"medium",52
"Server34",-90,"high",26
"Server34",-90,"critical",13
"Server34",-90,"total",261
"Server35",-90,"none",128
"Server35",-90,"low",11
"Server35",-90,"medium",43
"Server35",-90,"high",21
"Server35",-90,"critical",11
"Server35",-90,"total",214
"Server36",-90,"none",136
"Server36",-90,"low",11
"Server36",-90,"medium",45
"Server36",-90,"high",23
"Server36",-90,"critical",11
"Server36",-90,"total",226
"Server37",-90,"none",110
"Server37",-90,"low",9
"Server37",-90,"medium",37
"Server37",-90,"high",18
"Server37",-90,"critical",9
"Server37",-90,"total",183
"Server38",-90,"none",158
"Server38",-90,"low",13
"Server38",-90,"medium",53
"Server38",-90,"high",26
"Server38",-90,"critical",13
"Server38",-90,"total",263
"Server39",-90,"none",149
"Server39",-90,"low",12
"Server39",-90,"medium",50
"Server39",-90,"high",25
"Server39",-90,"critical",12
"Server39",-90,"total",248
"Server40",-90,"none",197
"Server40",-90,"low",16
"Server40",-90,"medium",66
"Server40",-90,"high",33
"Server40",-90,"critical",16
"Server40",-90,"total",329
"Server41",-90,"none",190
"Server41",-90,"low",16
"Server41",-90,"medium",63
"Server41",-90,"high",32
"Server41",-90,"critical",16
"Server41",-90,"total",316
"Server42",-90,"none",163
"Server42",-90,"low",14
"Server42",-90,"medium",54
"Server42",-90,"high",27
"Server42",-90,"critical",14
"Server42",-90,"total",272
"Server43",-90,"none",110
"Server43",-90,"low",9
"Server43",-90,"medium",37
"Server43",-90,"high",18
"Server43",-90,"critical",9
"Server43",-90,"total",183
"Server44",-90,"none",115
"Server44",-90,"low",10
"Server44",-90,"medium",38
"Server44",-90,"high",19
"Server44",-90,"critical",10
"Server44",-90,"total",191
"Server45",-90,"none",152
"Server45",-90,"low",13
"Server45",-90,"medium",51
"Server45",-90,"high",25
"Server45",-90,"critical",13
"Server45",-90,"total",253
"Server46",-90,"none",140
"Server46",-90,"low",12
"Server46",-90,"medium",47
"Server46",-90,"high",23
"Server46",-90,"critical",12
"Server46",-90,"total",234
"Server47",-90,"none",235
"Server47",-90,"low",20
"Server47",-90,"medium",78
"Server47",-90,"high",39
"Server47",-90,"critical",20
"Server47",-90,"total",392
"Server48",-90,"none",181
"Server48",-90,"low",15
"Server48",-90,"medium",60
"Server48",-90,"high",30
"Server48",-90,"critical",15
"Server48",-90,"total",301
"Server49",-90,"none",204
"Server49",-90,"low",17
"Server49",-90,"medium",68
"Server49",-90,"high",34
"Server49",-90,"critical",17
"Server49",-90,"total",340
"Server0",-89,"none",197
"Server0",-89,"low",16
"Server0",-89,"medium",66
"Server0",-89,"high",33
"Server0",-89,"critical",16
"Server0",-89,"total",328
"Server1",-89,"none",146
"Server1",-89,"low",12
"Server1",-89,"medium",49
"Server1",-89,"high",24
"Server1",-89,"critical",12
"Server1",-89,"total",243
"Server2",-89,"none",124
"Server2",-89,"low",10
"Server2",-89,"medium",41
"Server2",-89,"high",21
"Server2",-89,"critical",10
"Server2",-89,"total",206
"Server3",-89,"none",178
"Server3",-89,"low",15
"Server3",-89,"medium",59
"Server3",-89,"high",30
"Server3",-89,"critical",15
"Server3",-89,"total",297
"Server4",-89,"none",190
"Server4",-89,"low",16
"Server4",-89,"medium",63
"Server4",-89,"high",32
"Server4",-89,"critical",16
"Server4",-89,"total",317
"Server5",-89,"none",145
"Server5",-89,"low",12
"Server5",-89,"medium",48
"Server5",-89,"high",24
"Server5",-89,"critical",12
"Server5",-89,"total",241
"Server6",-89,"none",97
"Server6",-89,"low",8
"Server6",-89,"medium",32
"Server6",-89,"high",16
"Server6",-89,"critical",8
"Server6",-89,"total",161
"Server7",-89,"none",154
"Server7",-89,"low",13
"Server7",-89,"medium",51
"Server7",-89,"high",26
"Server7",-89,"critical",13
"Server7",-89,"total",256
"Server8",-89,"none",211
"Server8",-89,"low",18
"Server8",-89,"medium",70
"Server8",-89,"high",35
"Server8",-89,"critical",18
"Server8",-89,"total",352
"Server9",-89,"none",92
"Server9",-89,"low",8
"Server9",-89,"medium",31
"Server9",-89,"high",15
"Server9",-89,"critical",8
"Server9",-89,"total",153
"Server10",-89,"none",107
"Server10",-89,"low",9
"Server10",-89,"medium",36
"Server10",-89,"high",18
"Server10",-89,"critical",9
"Server10",-89,"total",179
"Server11",-89,"none",149
"Server11",-89,"low",12
"Server11",-89,"medium",50
"Server11",-89,"high",25
"Server11",-89,"critical",12
"Server11",-89,"total",248
"Server12",-89,"none",160
"Server12",-89,"low",13
"Server12",-89,"medium",53
"Server12",-89,"high",27
"Server12",-89,"critical",13
"Server12",-89,"total",266
"Server13",-89,"none",140
"Server13",-89,"low",12
"Server13",-89,"medium",47
"Server13",-89,"high",23
"Server13",-89,"critical",12
"Server13",-89,"total",234
"Server14",-89,"none",107
"Server14",-89,"low",9
"Server14",-89,"medium",36
"Server14",-89,"high",18
"Server14",-89,"critical",9
"Server14",-89,"total",179
"Server15",-89,"none",142
"Server15",-89,"low",12
"Server15",-89,"medium",47
"Server15",-89,"high",24
"Server15",-89,"critical",12
"Server15",-89,"total",236
"Server16",-89,"none",148
"Server16",-89,"low",12
"Server16",-89,"medium",49
"Server16",-89,"high",25
"Server16",-89,"critical",12
"Server16",-89,"total",246
"Server17",-89,"none",88
"Server17",-89,"low",7
"Server17",-89,"medium",29
"Server17",-89,"high",15
"Server17",-89,"critical",7
"Server17",-89,"total",147
"Server18",-89,"none",187
"Server18",-89,"low",16
"Server18",-89,"medium",62
"Server18",-89,"high",31
"Server18",-89,"critical",16
"Server18",-89,"total",312
"Server19",-89,"none",218
"Server19",-89,"low",18
"Server19",-89,"medium",73
"Server19",-89,"high",36
"Server19",-89,"critical",18
"Server19",-89,"total",363
"Server20",-89,"none",127
"Server20",-89,"low",11
"Server20",-89,"medium",42
"Server20",-89,"high",21
"Server20",-89,"critical",11
"Server20",-89,"total",212
"Server21",-89,"none",130
"Server21",-89,"low",11
"Server21",-89,"medium",43
"Server21",-89,"high",22
"Server21",-89,"critical",11
"Server21",-89,"total",217
"Server22",-89,"none",151
"Server22",-89,"low",13
"Server22",-89,"medium",50
"Server22",-89,"high",25
"Server22",-89,"critical",13
"Server22",-89,"total",252
"Server23",-89,"none",168
"Server23",-89,"low",14
"Server23",-89,"medium",56
"Server23",-89,"high",28
"Server23",-89,"critical",14
"Server23",-89,"total",280
"Server24",-89,"none",134
"Server24",-89,"low",11
"Server24",-89,"medium",45
"Server24",-89,"high",22
"Server24",-89,"critical",11
"Server24",-89,"total",223
"Server25",-89,"none",151
"Server25",-89,"low",13
"Server25",-89,"medium",50
"Server25",-89,"high",25
"Server25",-89,"critical",13
"Server25",-89,"total",252
"Server26",-89,"none",196
"Server26",-89,"low",16
"Server26",-89,"medium",65
"Server26",-89,"high",33
"Server26",-89,"critical",16
"Server26",-89,"total",326
"Server27",-89,"none",125
"Server27",-89,"low",10
"Server27",-89,"medium",42
"Server27",-89,"high",21
"Server27",-89,"critical",10
"Server27",-89,"total",208
"Server28",-89,"none",122
"Server28",-89,"low",10
"Server28",-89,"medium",41
"Server28",-89,"high",20
"Server28",-89,"critical",10
"Server28",-89,"total",204
"Server29",-89,"none",122
"Server29",-89,"low",10
"Server29",-89,"medium",41
"Server29",-89,"high",20
"Server29",-89,"critical",10
"Server29",-89,"total",204
"Server30",-89,"none",140
"Server30",-89,"low",12
"Server30",-89,"medium",47
"Server30",-89,"high",23
"Server30",-89,"critical",12
"Server30",-89,"total",234
"Server31",-89,"none",184
"Server31",-89,"low",15
"Server31",-89,"medium",61
"Server31",-89,"high",31
"Server31",-89,"critical",15
"Server31",-89,"total",307
"Server32",-89,"none",190
"Server32",-89,"low",16
"Server32",-89,"medium",63
"Server32",-89,"high",32
"Server32",-89,"critical",16
"Server32",-89,"total",316
"Server33",-89,"none",138
"Server33",-89,"low",12
"Server33",-89,"medium",46
"Server33",-89,"high",23
"Server33",-89,"critical",12
"Server33",-89,"total",230
"Server34",-89,"none",152
"Server34",-89,"low",13
"Server34",-89,"medium",51
"Server34",-89,"high",25
"Server34",-89,"critical",13
"Server34",-89,"total",254
"Server35",-89,"none",128
"Server35",-89,"low",11
"Server35",-89,"medium",43
"Server35",-89,"high",21
"Server35",-89,"critical",11
"Server35",-89,"total",214
"Server36",-89,"none",128
"Server36",-89,"low",11
"Server36",-89,"medium",43
"Server36",-89,"high",21
"Server36",-89,"critical",11
"Server36",-89,"total",213
"Server37",-89,"none",110
"Server37",-89,"low",9
"Server37",-89,"medium",37
"Server37",-89,"high",18
"Server37",-89,"critical",9
"Server37",-89,"total",183
"Server38",-89,"none",158
"Server38",-89,"low",13
"Server38",-89,"medium",53
"Server38",-89,"high",26
"Server38",-89,"critical",13
"Server38",-89,"total",263
"Server39",-89,"none",149
"Server39",-89,"low",12
"Server39",-89,"medium",50
"Server39",-89,"high",25
"Server39",-89,"critical",12
"Server39",-89,"total",248
"Server40",-89,"none",196
"Server40",-89,"low",16
"Server40",-89,"medium",65
"Server40",-89,"high",33
"Server40",-89,"critical",16
"Server40",-89,"total",326
"Server41",-89,"none",188
"Server41",-89,"low",16
"Server41",-89,"medium",63
"Server41",-89,"high",31
"Server41",-89,"critical",16
"Server41",-89,"total",314
"Server42",-89,"none",163
"Server42",-89,"low",14
"Server42",-89,"medium",54
"Server42",-89,"high",27
"Server42",-89,"critical",14
"Server42",-89,"total",271
"Server43",-89,"none",110
"Server43",-89,"low",9
"Server43",-89,"medium",37
"Server43",-89,"high",18
"Server43",-89,"critical",9
"Server43",-89,"total",183
"Server44",-89,"none",107
"Server44",-89,"low",9
"Server44",-89,"medium",36
"Server44",-89,"high",18
"Server44",-89,"critical",9
"Server44",-89,"total",179
"Server45",-89,"none",149
"Server45",-89,"low",12
"Server45",-89,"medium",50
"Server45",-89,"high",25
"Server45",-89,"critical",12
"Server45",-89,"total",249
"Server46",-89,"none",129
"Server46",-89,"low",11
"Server46",-89,"medium",43
"Server46",-89,"high",22
"Server46",-89,"critical",11
"Server46",-89,"total",215
"Server47",-89,"none",235
"Server47",-89,"low",20
"Server47",-89,"medium",78
"Server47",-89,"high",39
"Server47",-89,"critical",20
"Server47",-89,"total",392
"Server48",-89,"none",181
"Server48",-89,"low",15
"Server48",-89,"medium",60
"Server48",-89,"high",30
"Server48",-89,"critical",15
"Server48",-89,"total",301
"Server49",-89,"none",204
"Server49",-89,"low",17
"Server49",-89,"medium",68
"Server49",-89,"high",34
"Server49",-89,"critical",17
"Server49",-89,"total",340
"Server0",-88,"none",190
"Server0",-88,"low",16
"Server0",-88,"medium",63
"Server0",-88,"high",32
"Server0",-88,"critical",16
"Server0",-88,"total",316
"Server1",-88,"none",146
"Server1",-88,"low",12
"Server1",-88,"medium",49
"Server1",-88,"high",24
"Server1",-88,"critical",12
"Server1",-88,"total",243
"Server2",-88,"none",124
"Server2",-88,"low",10
"Server2",-88,"medium",41
"Server2",-88,"high",21
"Server2",-88,"critical",10
"Server2",-88,"total",206
"Server3",-88,"none",173
"Server3",-88,"low",14
"Server3",-88,"medium",58
"Server3",-88,"high",29
"Server3",-88,"critical",14
"Server3",-88,"total",288
"Server4",-88,"none",190
"Server4",-88,"low",16
"Server4",-88,"medium",63
"Server4",-88,"high",32
"Server4",-88,"critical",16
"Server4",-88,"total",317
"Server5",-88,"none",145
"Server5",-88,"low",12
"Server5",-88,"medium",48
"Server5",-88,"high",24
"Server5",-88,"critical",12
"Server5",-88,"total",241
"Server6",-88,"none",91
"Server6",-88,"low",8
"Server6",-88,"medium",30
"Server6",-88,"high",15
"Server6",-88,"critical",8
"Server6",-88,"total",152
"Server7",-88,"none",149
"Server7",-88,"low",12
"Server7",-88,"medium",50
"Server7",-88,"high",25
"Server7",-88,"critical",12
"Server7",-88,"total",248
"Server8",-88,"none",211
"Server8",-88,"low",18
"Server8",-88,"medium",70
"Server8",-88,"high",35
"Server8",-88,"critical",18
"Server8",-88,"total",352
"Server9",-88,"none",92
"Server9",-88,"low",8
"Server9",-88,"medium",31
"Server9",-88,"high",15
"Server9",-88,"critical",8
"Server9",-88,"total",154
"Server10",-88,"none",107
"Server10",-88,"low",9
"Server10",-88,"medium",36
"Server10",-88,"high",18
"Server10",-88,"critical",9
"Server10",-88,"total",179
"Server11",-88,"none",149
"Server11",-88,"low",12
"Server11",-88,"medium",50
"Server11",-88,"high",25
"Server11",-88,"critical",12
"Server11",-88,"total",248
"Server12",-88,"none",160
"Server12",-88,"low",13
"Server12",-88,"medium",53
"Server12",-88,"high",27
"Server12",-88,"critical",13
"Server12",-88,"total",266
"Server13",-88,"none",140
"Server13",-88,"low",12
"Server13",-88,"medium",47
"Server13",-88,"high",23
"Server13",-88,"critical",12
"Server13",-88,"total",234
"Server14",-88,"none",106
"Server14",-88,"low",9
"Server14",-88,"medium",35
"Server14",-88,"high",18
"Server14",-88,"critical",9
"Server14",-88,"total",177
"Server15",-88,"none",140
"Server15",-88,"low",12
"Server15",-88,"medium",47
"Server15",-88,"high",23
"Server15",-88,"critical",12
"Server15",-88,"total",233
"Server16",-88,"none",137
"Server16",-88,"low",11
"Server16",-88,"medium",46
"Server16",-88,"high",23
"Server16",-88,"critical",11
"Server16",-88,"total",229
"Server17",-88,"none",88
"Server17",-88,"low",7
"Server17",-88,"medium",29
"Server17",-88,"high",15
"Server17",-88,"critical",7
"Server17",-88,"total",146
"Server18",-88,"none",178
"Server18",-88,"low",15
"Server18",-88,"medium",59
"Server18",-88,"high",30
"Server18",-88,"critical",15
"Server18",-88,"total",297
"Server19",-88,"none",207
"Server19",-88,"low",17
"Server19",-88,"medium",69
"Server19",-88,"high",34
"Server19",-88,"critical",17
"Server19",-88,"total",345
"Server20",-88,"none",127
"Server20",-88,"low",11
"Server20",-88,"medium",42
"Server20",-88,"high",21
"Server20",-88,"critical",11
"Server20",-88,"total",212
"Server21",-88,"none",130
"Server21",-88,"low",11
"Server21",-88,"medium",43
"Server21",-88,"high",22
"Server21",-88,"critical",11
"Server21",-88,"total",217
"Server22",-88,"none",151
"Server22",-88,"low",13
"Server22",-88,"medium",50
"Server22",-88,"high",25
"Server22",-88,"critical",13
"Server22",-88,"total",252
"Server23",-88,"none",168
"Server23",-88,"low",14
"Server23",-88,"medium",56
"Server23",-88,"high",28
"Server23",-88,"critical",14
"Server23",-88,"total",280
"Server24",-88,"none",134
"Server24",-88,"low",11
"Server24",-88,"medium",45
