"ServerName","PatchAge","DateOffset"
"Server40","1","-363"
"Server41","2","-363"
"Server42","1","-363"
"Server43","1","-363"
"Server44","1","-363"
"Server45","2","-363"
"Server46","1","-363"
"Server47","2","-363"
"Server48","1","-363"
"Server49","1","-363"
"Server50","1","-363"
"Server51","1","-363"
"Server52","1","-363"
"Server53","2","-363"
"Server54","1","-363"
"Server55","2","-363"
"Server56","1","-363"
"Server57","1","-363"
"Server58","1","-363"
"Server59","1","-363"
"Server60","1","-363"
"Server61","1","-363"
"Server62","1","-363"
"Server63","1","-363"
"Server64","1","-363"
"Server65","2","-363"
"Server66","1","-363"
"Server67","1","-363"
"Server68","1","-363"
"Server69","2","-363"
"Server70","1","-363"
"Server71","1","-363"
"Server72","1","-363"
"Server73","1","-363"
"Server74","1","-363"
"Server75","2","-363"
"Server76","1","-363"
"Server77","1","-363"
"Server78","1","-363"
"Server79","1","-363"
"Server80","2","-363"
"Server81","1","-363"
"Server82","1","-363"
"Server83","1","-363"
"Server84","1","-363"
"Server85","1","-363"
"Server86","2","-363"
"Server87","2","-363"
"Server88","1","-363"
"Server89","1","-363"
"Server90","1","-363"
"Server91","1","-363"
"Server92","1","-363"
"Server93","1","-363"
"Server94","1","-363"
"Server95","1","-363"
"Server96","1","-363"
"Server97","1","-363"
"Server98","1","-363"
"Server99","1","-363"
"Server0","2","-362"
"Server1","3","-362"
"Server2","2","-362"
"Server3","2","-362"
"Server4","2","-362"
"Server5","2","-362"
"Server6","2","-362"
"Server7","2","-362"
"Server8","2","-362"
"Server9","2","-362"
"Server10","2","-362"
"Server11","3","-362"
"Server12","2","-362"
"Server13","2","-362"
"Server14","2","-362"
"Server15","2","-362"
"Server16","2","-362"
"Server17","2","-362"
"Server18","2","-362"
"Server19","2","-362"
"Server20","2","-362"
"Server21","2","-362"
"Server22","2","-362"
"Server23","3","-362"
"Server24","2","-362"
"Server25","2","-362"
"Server26","3","-362"
"Server27","3","-362"
"Server28","3","-362"
"Server29","3","-362"
"Server30","2","-362"
"Server31","2","-362"
"Server32","3","-362"
"Server33","2","-362"
"Server34","2","-362"
"Server35","3","-362"
"Server36","2","-362"
"Server37","3","-362"
"Server38","3","-362"
"Server39","2","-362"
"Server40","2","-362"
"Server41","3","-362"
"Server42","2","-362"
"Server43","2","-362"
"Server44","2","-362"
"Server45","3","-362"
"Server46","2","-362"
"Server47","3","-362"
"Server48","2","-362"
"Server49","2","-362"
"Server50","2","-362"
"Server51","2","-362"
"Server52","2","-362"
"Server53","3","-362"
"Server54","2","-362"
"Server55","3","-362"
"Server56","2","-362"
"Server57","2","-362"
"Server58","2","-362"
"Server59","2","-362"
"Server60","2","-362"
"Server61","2","-362"
"Server62","2","-362"
"Server63","2","-362"
"Server64","2","-362"
"Server65","3","-362"
"Server66","2","-362"
"Server67","2","-362"
"Server68","2","-362"
"Server69","3","-362"
"Server70","2","-362"
"Server71","2","-362"
"Server72","2","-362"
"Server73","2","-362"
"Server74","2","-362"
"Server75","3","-362"
"Server76","2","-362"
"Server77","2","-362"
"Server78","2","-362"
"Server79","2","-362"
"Server80","3","-362"
"Server81","2","-362"
"Server82","2","-362"
"Server83","2","-362"
"Server84","2","-362"
"Server85","2","-362"
"Server86","3","-362"
"Server87","3","-362"
"Server88","2","-362"
"Server89","2","-362"
"Server90","2","-362"
"Server91","2","-362"
"Server92","2","-362"
"Server93","2","-362"
"Server94","2","-362"
"Server95","2","-362"
"Server96","2","-362"
"Server97","2","-362"
"Server98","2","-362"
"Server99","2","-362"
"Server0","3","-361"
"Server1","4","-361"
"Server2","3","-361"
"Server3","3","-361"
"Server4","3","-361"
"Server5","3","-361"
"Server6","3","-361"
"Server7","3","-361"
"Server8","3","-361"
"Server9","3","-361"
"Server10","3","-361"
"Server11","4","-361"
"Server12","3","-361"
"Server13","3","-361"
"Server14","3","-361"
"Server15","3","-361"
"Server16","3","-361"
"Server17","3","-361"
"Server18","3","-361"
"Server19","3","-361"
"Server20","3","-361"
"Server21","3","-361"
"Server22","3","-361"
"Server23","4","-361"
"Server24","3","-361"
"Server25","3","-361"
"Server26","4","-361"
"Server27","4","-361"
"Server28","4","-361"
"Server29","4","-361"
"Server30","3","-361"
"Server31","3","-361"
"Server32","4","-361"
"Server33","3","-361"
"Server34","3","-361"
"Server35","4","-361"
"Server36","3","-361"
"Server37","4","-361"
"Server38","4","-361"
"Server39","3","-361"
"Server40","3","-361"
"Server41","4","-361"
"Server42","3","-361"
"Server43","3","-361"
"Server44","3","-361"
"Server45","4","-361"
"Server46","3","-361"
"Server47","4","-361"
"Server48","3","-361"
"Server49","3","-361"
"Server50","3","-361"
"Server51","3","-361"
"Server52","3","-361"
"Server53","4","-361"
"Server54","3","-361"
"Server55","4","-361"
"Server56","3","-361"
"Server57","3","-361"
"Server58","3","-361"
"Server59","3","-361"
"Server60","3","-361"
"Server61","3","-361"
"Server62","3","-361"
"Server63","3","-361"
"Server64","3","-361"
"Server65","4","-361"
"Server66","3","-361"
"Server67","3","-361"
"Server68","3","-361"
"Server69","4","-361"
"Server70","3","-361"
"Server71","3","-361"
"Server72","3","-361"
"Server73","3","-361"
"Server74","3","-361"
"Server75","4","-361"
"Server76","3","-361"
"Server77","3","-361"
"Server78","3","-361"
"Server79","3","-361"
"Server80","4","-361"
"Server81","3","-361"
"Server82","3","-361"
"Server83","3","-361"
"Server84","3","-361"
"Server85","3","-361"
"Server86","4","-361"
"Server87","4","-361"
"Server88","3","-361"
"Server89","3","-361"
"Server90","3","-361"
"Server91","3","-361"
"Server92","3","-361"
"Server93","3","-361"
"Server94","3","-361"
"Server95","3","-361"
"Server96","3","-361"
"Server97","3","-361"
"Server98","3","-361"
"Server99","3","-361"
"Server0","4","-360"
"Server1","5","-360"
"Server2","4","-360"
"Server3","4","-360"
"Server4","4","-360"
"Server5","4","-360"
"Server6","4","-360"
"Server7","4","-360"
"Server8","4","-360"
"Server9","4","-360"
"Server10","4","-360"
"Server11","5","-360"
"Server12","4","-360"
"Server13","4","-360"
"Server14","4","-360"
"Server15","4","-360"
"Server16","4","-360"
"Server17","4","-360"
"Server18","4","-360"
"Server19","4","-360"
"Server20","4","-360"
"Server21","4","-360"
"Server22","4","-360"
"Server23","5","-360"
"Server24","4","-360"
"Server25","4","-360"
"Server26","5","-360"
"Server27","5","-360"
"Server28","5","-360"
"Server29","5","-360"
"Server30","4","-360"
"Server31","4","-360"
"Server32","5","-360"
"Server33","4","-360"
"Server34","4","-360"
"Server35","5","-360"
"Server36","4","-360"
"Server37","5","-360"
"Server38","5","-360"
"Server39","4","-360"
"Server40","4","-360"
"Server41","5","-360"
"Server42","4","-360"
"Server43","4","-360"
"Server44","4","-360"
"Server45","5","-360"
"Server46","4","-360"
"Server47","5","-360"
"Server48","4","-360"
"Server49","4","-360"
"Server50","4","-360"
"Server51","4","-360"
"Server52","4","-360"
"Server53","5","-360"
"Server54","4","-360"
"Server55","5","-360"
"Server56","4","-360"
"Server57","4","-360"
"Server58","4","-360"
"Server59","4","-360"
"Server60","4","-360"
"Server61","4","-360"
"Server62","4","-360"
"Server63","4","-360"
"Server64","4","-360"
"Server65","5","-360"
"Server66","4","-360"
"Server67","4","-360"
"Server68","4","-360"
"Server69","5","-360"
"Server70","4","-360"
"Server71","4","-360"
"Server72","4","-360"
"Server73","4","-360"
"Server74","4","-360"
"Server75","5","-360"
"Server76","4","-360"
"Server77","4","-360"
"Server78","4","-360"
"Server79","4","-360"
"Server80","5","-360"
"Server81","4","-360"
"Server82","4","-360"
"Server83","4","-360"
"Server84","4","-360"
"Server85","4","-360"
"Server86","5","-360"
"Server87","5","-360"
"Server88","4","-360"
"Server89","4","-360"
"Server90","4","-360"
"Server91","4","-360"
"Server92","4","-360"
"Server93","4","-360"
"Server94","4","-360"
"Server95","4","-360"
"Server96","4","-360"
"Server97","4","-360"
"Server98","4","-360"
"Server99","4","-360"
"Server0","5","-359"
"Server1","6","-359"
"Server2","5","-359"
"Server3","5","-359"
"Server4","5","-359"
"Server5","5","-359"
"Server6","5","-359"
"Server7","5","-359"
"Server8","5","-359"
"Server9","5","-359"
"Server10","5","-359"
"Server11","6","-359"
"Server12","5","-359"
"Server13","5","-359"
"Server14","5","-359"
"Server15","5","-359"
"Server16","5","-359"
"Server17","5","-359"
"Server18","5","-359"
"Server19","5","-359"
"Server20","5","-359"
"Server21","5","-359"
"Server22","5","-359"
"Server23","6","-359"
"Server24","5","-359"
"Server25","5","-359"
"Server26","6","-359"
"Server27","6","-359"
"Server28","6","-359"
"Server29","6","-359"
"Server30","5","-359"
"Server31","5","-359"
"Server32","6","-359"
"Server33","5","-359"
"Server34","5","-359"
"Server35","6","-359"
"Server36","5","-359"
"Server37","6","-359"
"Server38","6","-359"
"Server39","5","-359"
"Server40","5","-359"
"Server41","6","-359"
"Server42","5","-359"
"Server43","5","-359"
"Server44","5","-359"
"Server45","6","-359"
"Server46","5","-359"
"Server47","6","-359"
"Server48","5","-359"
"Server49","5","-359"
"Server50","5","-359"
"Server51","5","-359"
"Server52","5","-359"
"Server53","6","-359"
"Server54","5","-359"
"Server55","6","-359"
"Server56","5","-359"
"Server57","5","-359"
"Server58","5","-359"
"Server59","5","-359"
"Server60","5","-359"
"Server61","5","-359"
"Server62","5","-359"
"Server63","5","-359"
"Server64","5","-359"
"Server65","6","-359"
"Server66","5","-359"
"Server67","5","-359"
"Server68","5","-359"
"Server69","6","-359"
"Server70","5","-359"
"Server71","5","-359"
"Server72","5","-359"
"Server73","5","-359"
"Server74","5","-359"
"Server75","6","-359"
"Server76","5","-359"
"Server77","5","-359"
"Server78","5","-359"
"Server79","5","-359"
"Server80","6","-359"
"Server81","5","-359"
"Server82","5","-359"
"Server83","5","-359"
"Server84","5","-359"
"Server85","5","-359"
"Server86","6","-359"
"Server87","6","-359"
"Server88","5","-359"
"Server89","5","-359"
"Server90","5","-359"
"Server91","5","-359"
"Server92","5","-359"
"Server93","5","-359"
"Server94","5","-359"
"Server95","5","-359"
"Server96","5","-359"
"Server97","5","-359"
"Server98","5","-359"
"Server99","5","-359"
"Server0","6","-358"
"Server1","7","-358"
"Server2","6","-358"
"Server3","6","-358"
"Server4","6","-358"
"Server5","6","-358"
"Server6","6","-358"
"Server7","6","-358"
"Server8","6","-358"
"Server9","6","-358"
"Server10","6","-358"
"Server11","7","-358"
"Server12","6","-358"
"Server13","6","-358"
"Server14","6","-358"
"Server15","6","-358"
"Server16","6","-358"
"Server17","6","-358"
"Server18","6","-358"
"Server19","6","-358"
"Server20","6","-358"
"Server21","6","-358"
"Server22","6","-358"
"Server23","7","-358"
"Server24","6","-358"
"Server25","6","-358"
"Server26","7","-358"
"Server27","7","-358"
"Server28","7","-358"
"Server29","7","-358"
"Server30","6","-358"
"Server31","6","-358"
"Server32","7","-358"
"Server33","6","-358"
"Server34","6","-358"
"Server35","7","-358"
"Server36","6","-358"
"Server37","7","-358"
"Server38","7","-358"
"Server39","6","-358"
"Server40","6","-358"
"Server41","7","-358"
"Server42","6","-358"
"Server43","6","-358"
"Server44","6","-358"
"Server45","7","-358"
"Server46","6","-358"
"Server47","7","-358"
"Server48","6","-358"
"Server49","6","-358"
"Server50","6","-358"
"Server51","6","-358"
"Server52","6","-358"
"Server53","7","-358"
"Server54","6","-358"
"Server55","7","-358"
"Server56","6","-358"
"Server57","6","-358"
"Server58","6","-358"
"Server59","6","-358"
"Server60","6","-358"
"Server61","6","-358"
"Server62","6","-358"
"Server63","6","-358"
"Server64","6","-358"
"Server65","7","-358"
"Server66","6","-358"
"Server67","6","-358"
"Server68","6","-358"
"Server69","7","-358"
"Server70","6","-358"
"Server71","6","-358"
"Server72","6","-358"
"Server73","6","-358"
"Server74","6","-358"
"Server75","7","-358"
"Server76","6","-358"
"Server77","6","-358"
"Server78","6","-358"
"Server79","6","-358"
"Server80","7","-358"
"Server81","6","-358"
"Server82","6","-358"
"Server83","6","-358"
"Server84","6","-358"
"Server85","6","-358"
"Server86","7","-358"
"Server87","7","-358"
"Server88","6","-358"
"Server89","6","-358"
"Server90","6","-358"
"Server91","6","-358"
"Server92","6","-358"
"Server93","6","-358"
"Server94","6","-358"
"Server95","6","-358"
"Server96","6","-358"
"Server97","6","-358"
"Server98","6","-358"
"Server99","6","-358"
"Server0","7","-357"
"Server1","0","-357"
"Server2","0","-357"
"Server3","0","-357"
"Server4","0","-357"
"Server5","7","-357"
"Server6","0","-357"
"Server7","7","-357"
"Server8","0","-357"
"Server9","0","-357"
"Server10","0","-357"
"Server11","8","-357"
"Server12","0","-357"
"Server13","7","-357"
"Server14","0","-357"
"Server15","0","-357"
"Server16","0","-357"
"Server17","0","-357"
"Server18","0","-357"
"Server19","0","-357"
"Server20","0","-357"
"Server21","7","-357"
"Server22","0","-357"
"Server23","0","-357"
"Server24","0","-357"
"Server25","0","-357"
"Server26","0","-357"
"Server27","0","-357"
"Server28","8","-357"
"Server29","0","-357"
"Server30","0","-357"
"Server31","0","-357"
"Server32","0","-357"
"Server33","7","-357"
"Server34","0","-357"
"Server35","0","-357"
"Server36","0","-357"
"Server37","0","-357"
"Server38","0","-357"
"Server39","7","-357"
"Server40","0","-357"
"Server41","8","-357"
"Server42","0","-357"
"Server43","7","-357"
"Server44","0","-357"
"Server45","8","-357"
"Server46","0","-357"
"Server47","0","-357"
"Server48","7","-357"
"Server49","0","-357"
"Server50","0","-357"
"Server51","0","-357"
"Server52","0","-357"
"Server53","0","-357"
"Server54","0","-357"
"Server55","0","-357"
"Server56","0","-357"
"Server57","0","-357"
"Server58","0","-357"
"Server59","0","-357"
"Server60","0","-357"
"Server61","7","-357"
"Server62","0","-357"
"Server63","7","-357"
"Server64","0","-357"
"Server65","8","-357"
"Server66","7","-357"
"Server67","0","-357"
"Server68","0","-357"
"Server69","0","-357"
"Server70","0","-357"
"Server71","0","-357"
"Server72","0","-357"
"Server73","0","-357"
"Server74","7","-357"
"Server75","0","-357"
"Server76","7","-357"
"Server77","0","-357"
"Server78","0","-357"
"Server79","0","-357"
"Server80","0","-357"
"Server81","7","-357"
"Server82","7","-357"
"Server83","0","-357"
"Server84","0","-357"
"Server85","7","-357"
"Server86","0","-357"
"Server87","0","-357"
"Server88","7","-357"
"Server89","7","-357"
"Server90","0","-357"
"Server91","7","-357"
"Server92","0","-357"
"Server93","0","-357"
"Server94","0","-357"
"Server95","7","-357"
"Server96","0","-357"
"Server97","7","-357"
"Server98","0","-357"
"Server99","0","-357"
"Server0","8","-356"
"Server1","1","-356"
"Server2","1","-356"
"Server3","1","-356"
"Server4","1","-356"
"Server5","8","-356"
"Server6","1","-356"
"Server7","8","-356"
"Server8","1","-356"
"Server9","1","-356"
"Server10","1","-356"
"Server11","9","-356"
"Server12","1","-356"
"Server13","8","-356"
"Server14","1","-356"
"Server15","1","-356"
"Server16","1","-356"
"Server17","1","-356"
"Server18","1","-356"
"Server19","1","-356"
"Server20","1","-356"
"Server21","8","-356"
"Server22","1","-356"
"Server23","1","-356"
"Server24","1","-356"
"Server25","1","-356"
"Server26","1","-356"
"Server27","1","-356"
"Server28","9","-356"
"Server29","1","-356"
"Server30","1","-356"
"Server31","1","-356"
"Server32","1","-356"
"Server33","8","-356"
"Server34","1","-356"
"Server35","1","-356"
"Server36","1","-356"
"Server37","1","-356"
"Server38","1","-356"
"Server39","8","-356"
"Server40","1","-356"
"Server41","9","-356"
"Server42","1","-356"
"Server43","8","-356"
"Server44","1","-356"
"Server45","9","-356"
"Server46","1","-356"
"Server47","1","-356"
"Server48","8","-356"
"Server49","1","-356"
"Server50","1","-356"
"Server51","1","-356"
"Server52","1","-356"
"Server53","1","-356"
"Server54","1","-356"
"Server55","1","-356"
"Server56","1","-356"
"Server57","1","-356"
"Server58","1","-356"
"Server59","1","-356"
"Server60","1","-356"
"Server61","8","-356"
"Server62","1","-356"
"Server63","8","-356"
"Server64","1","-356"
"Server65","9","-356"
"Server66","8","-356"
"Server67","1","-356"
"Server68","1","-356"
"Server69","1","-356"
"Server70","1","-356"
"Server71","1","-356"
"Server72","1","-356"
"Server73","1","-356"
"Server74","8","-356"
"Server75","1","-356"
"Server76","8","-356"
"Server77","1","-356"
"Server78","1","-356"
"Server79","1","-356"
"Server80","1","-356"
"Server81","8","-356"
"Server82","8","-356"
"Server83","1","-356"
"Server84","1","-356"
"Server85","8","-356"
"Server86","1","-356"
"Server87","1","-356"
"Server88","8","-356"
"Server89","8","-356"
"Server90","1","-356"
"Server91","8","-356"
"Server92","1","-356"
"Server93","1","-356"
"Server94","1","-356"
"Server95","8","-356"
"Server96","1","-356"
"Server97","8","-356"
"Server98","1","-356"
"Server99","1","-356"
"Server0","9","-355"
"Server1","2","-355"
"Server2","2","-355"
"Server3","2","-355"
"Server4","2","-355"
"Server5","9","-355"
"Server6","2","-355"
"Server7","9","-355"
"Server8","2","-355"
"Server9","2","-355"
"Server10","2","-355"
"Server11","10","-355"
"Server12","2","-355"
"Server13","9","-355"
"Server14","2","-355"
"Server15","2","-355"
"Server16","2","-355"
"Server17","2","-355"
"Server18","2","-355"
"Server19","2","-355"
"Server20","2","-355"
"Server21","9","-355"
"Server22","2","-355"
"Server23","2","-355"
"Server24","2","-355"
"Server25","2","-355"
"Server26","2","-355"
"Server27","2","-355"
"Server28","10","-355"
"Server29","2","-355"
"Server30","2","-355"
"Server31","2","-355"
"Server32","2","-355"
"Server33","9","-355"
"Server34","2","-355"
"Server35","2","-355"
"Server36","2","-355"
"Server37","2","-355"
"Server38","2","-355"
"Server39","9","-355"
"Server40","2","-355"
"Server41","10","-355"
"Server42","2","-355"
"Server43","9","-355"
"Server44","2","-355"
"Server45","10","-355"
"Server46","2","-355"
"Server47","2","-355"
"Server48","9","-355"
"Server49","2","-355"
"Server50","2","-355"
"Server51","2","-355"
"Server52","2","-355"
"Server53","2","-355"
"Server54","2","-355"
"Server55","2","-355"
"Server56","2","-355"
"Server57","2","-355"
"Server58","2","-355"
"Server59","2","-355"
"Server60","2","-355"
"Server61","9","-355"
"Server62","2","-355"
"Server63","9","-355"
"Server64","2","-355"
"Server65","10","-355"
"Server66","9","-355"
"Server67","2","-355"
"Server68","2","-355"
"Server69","2","-355"
"Server70","2","-355"
"Server71","2","-355"
"Server72","2","-355"
"Server73","2","-355"
"Server74","9","-355"
"Server75","2","-355"
"Server76","9","-355"
"Server77","2","-355"
"Server78","2","-355"
"Server79","2","-355"
"Server80","2","-355"
"Server81","9","-355"
"Server82","9","-355"
"Server83","2","-355"
"Server84","2","-355"
"Server85","9","-355"
"Server86","2","-355"
"Server87","2","-355"
"Server88","9","-355"
"Server89","9","-355"
"Server90","2","-355"
"Server91","9","-355"
"Server92","2","-355"
"Server93","2","-355"
"Server94","2","-355"
"Server95","9","-355"
"Server96","2","-355"
"Server97","9","-355"
"Server98","2","-355"
"Server99","2","-355"
"Server0","10","-354"
"Server1","3","-354"
"Server2","3","-354"
"Server3","3","-354"
"Server4","3","-354"
"Server5","10","-354"
"Server6","3","-354"
"Server7","10","-354"
"Server8","3","-354"
"Server9","3","-354"
"Server10","3","-354"
"Server11","11","-354"
"Server12","3","-354"
"Server13","10","-354"
"Server14","3","-354"
"Server15","3","-354"
"Server16","3","-354"
"Server17","3","-354"
"Server18","3","-354"
"Server19","3","-354"
"Server20","3","-354"
"Server21","10","-354"
"Server22","3","-354"
"Server23","3","-354"
"Server24","3","-354"
"Server25","3","-354"
"Server26","3","-354"
"Server27","3","-354"
"Server28","11","-354"
"Server29","3","-354"
"Server30","3","-354"
"Server31","3","-354"
"Server32","3","-354"
"Server33","10","-354"
"Server34","3","-354"
"Server35","3","-354"
"Server36","3","-354"
"Server37","3","-354"
"Server38","3","-354"
"Server39","10","-354"
"Server40","3","-354"
"Server41","11","-354"
"Server42","3","-354"
"Server43","10","-354"
"Server44","3","-354"
"Server45","11","-354"
"Server46","3","-354"
"Server47","3","-354"
"Server48","10","-354"
"Server49","3","-354"
"Server50","3","-354"
"Server51","3","-354"
"Server52","3","-354"
"Server53","3","-354"
"Server54","3","-354"
"Server55","3","-354"
"Server56","3","-354"
"Server57","3","-354"
"Server58","3","-354"
"Server59","3","-354"
"Server60","3","-354"
"Server61","10","-354"
"Server62","3","-354"
"Server63","10","-354"
"Server64","3","-354"
"Server65","11","-354"
"Server66","10","-354"
"Server67","3","-354"
"Server68","3","-354"
"Server69","3","-354"
"Server70","3","-354"
"Server71","3","-354"
"Server72","3","-354"
"Server73","3","-354"
"Server74","10","-354"
"Server75","3","-354"
"Server76","10","-354"
"Server77","3","-354"
"Server78","3","-354"
"Server79","3","-354"
"Server80","3","-354"
"Server81","10","-354"
"Server82","10","-354"
"Server83","3","-354"
"Server84","3","-354"
"Server85","10","-354"
"Server86","3","-354"
"Server87","3","-354"
"Server88","10","-354"
"Server89","10","-354"
"Server90","3","-354"
"Server91","10","-354"
"Server92","3","-354"
"Server93","3","-354"
"Server94","3","-354"
"Server95","10","-354"
"Server96","3","-354"
"Server97","10","-354"
"Server98","3","-354"
"Server99","3","-354"
"Server0","11","-353"
"Server1","4","-353"
"Server2","4","-353"
"Server3","4","-353"
"Server4","4","-353"
"Server5","11","-353"
"Server6","4","-353"
"Server7","11","-353"
"Server8","4","-353"
"Server9","4","-353"
"Server10","4","-353"
"Server11","12","-353"
"Server12","4","-353"
"Server13","11","-353"
"Server14","4","-353"
"Server15","4","-353"
"Server16","4","-353"
"Server17","4","-353"
"Server18","4","-353"
"Server19","4","-353"
"Server20","4","-353"
"Server21","11","-353"
"Server22","4","-353"
"Server23","4","-353"
"Server24","4","-353"
"Server25","4","-353"
"Server26","4","-353"
"Server27","4","-353"
"Server28","12","-353"
"Server29","4","-353"
"Server30","4","-353"
"Server31","4","-353"
"Server32","4","-353"
"Server33","11","-353"
"Server34","4","-353"
"Server35","4","-353"
"Server36","4","-353"
"Server37","4","-353"
"Server38","4","-353"
"Server39","11","-353"
"Server40","4","-353"
"Server41","12","-353"
"Server42","4","-353"
"Server43","11","-353"
"Server44","4","-353"
"Server45","12","-353"
"Server46","4","-353"
"Server47","4","-353"
"Server48","11","-353"
"Server49","4","-353"
"Server50","4","-353"
"Server51","4","-353"
"Server52","4","-353"
"Server53","4","-353"
"Server54","4","-353"
"Server55","4","-353"
"Server56","4","-353"
"Server57","4","-353"
"Server58","4","-353"
"Server59","4","-353"
"Server60","4","-353"
"Server61","11","-353"
"Server62","4","-353"
"Server63","11","-353"
"Server64","4","-353"
"Server65","12","-353"
"Server66","11","-353"
"Server67","4","-353"
"Server68","4","-353"
"Server69","4","-353"
"Server70","4","-353"
"Server71","4","-353"
"Server72","4","-353"
"Server73","4","-353"
"Server74","11","-353"
"Server75","4","-353"
"Server76","11","-353"
"Server77","4","-353"
"Server78","4","-353"
"Server79","4","-353"
"Server80","4","-353"
"Server81","11","-353"
"Server82","11","-353"
"Server83","4","-353"
"Server84","4","-353"
"Server85","11","-353"
"Server86","4","-353"
"Server87","4","-353"
"Server88","11","-353"
"Server89","11","-353"
"Server90","4","-353"
"Server91","11","-353"
"Server92","4","-353"
"Server93","4","-353"
"Server94","4","-353"
"Server95","11","-353"
"Server96","4","-353"
"Server97","11","-353"
"Server98","4","-353"
"Server99","4","-353"
"Server0","12","-352"
"Server1","5","-352"
"Server2","5","-352"
"Server3","5","-352"
"Server4","5","-352"
"Server5","12","-352"
"Server6","5","-352"
"Server7","12","-352"
"Server8","5","-352"
"Server9","5","-352"
"Server10","5","-352"
"Server11","13","-352"
"Server12","5","-352"
"Server13","12","-352"
"Server14","5","-352"
"Server15","5","-352"
"Server16","5","-352"
"Server17","5","-352"
"Server18","5","-352"
"Server19","5","-352"
"Server20","5","-352"
"Server21","12","-352"
"Server22","5","-352"
"Server23","5","-352"
"Server24","5","-352"
"Server25","5","-352"
"Server26","5","-352"
"Server27","5","-352"
"Server28","13","-352"
"Server29","5","-352"
"Server30","5","-352"
"Server31","5","-352"
"Server32","5","-352"
"Server33","12","-352"
"Server34","5","-352"
"Server35","5","-352"
"Server36","5","-352"
"Server37","5","-352"
"Server38","5","-352"
"Server39","12","-352"
"Server40","5","-352"
"Server41","13","-352"
"Server42","5","-352"
"Server43","12","-352"
"Server44","5","-352"
"Server45","13","-352"
"Server46","5","-352"
"Server47","5","-352"
"Server48","12","-352"
"Server49","5","-352"
"Server50","5","-352"
"Server51","5","-352"
"Server52","5","-352"
"Server53","5","-352"
"Server54","5","-352"
"Server55","5","-352"
"Server56","5","-352"
"Server57","5","-352"
"Server58","5","-352"
"Server59","5","-352"
"Server60","5","-352"
"Server61","12","-352"
"Server62","5","-352"
"Server63","12","-352"
"Server64","5","-352"
"Server65","13","-352"
"Server66","12","-352"
"Server67","5","-352"
"Server68","5","-352"
