"Source","DateOffset","HotFixID","Description","InstalledBy"
"Server13","-364","MSKB7348359","Security Update","NT AUTHORITY\SYSTEM"
"Server13","-364","MSKB5656556","Update","NT AUTHORITY\SYSTEM"
"Server13","-364","MSKB7088954","Update","NT AUTHORITY\SYSTEM"
"Server14","-364","MSKB6628028","Update","NT AUTHORITY\SYSTEM"
"Server14","-364","MSKB1968883","Update","NT AUTHORITY\SYSTEM"
"Server14","-364","MSKB1021522","Security Update","NT AUTHORITY\SYSTEM"
"Server14","-364","MSKB7130230","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-364","MSKB7251675","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-364","MSKB9688297","Update","NT AUTHORITY\SYSTEM"
"Server15","-364","MSKB1559477","Security Update","NT AUTHORITY\SYSTEM"
"Server15","-364","MSKB7749684","Update","NT AUTHORITY\SYSTEM"
"Server16","-364","MSKB5022387","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-364","MSKB4176975","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-364","MSKB5962056","Security Update","NT AUTHORITY\SYSTEM"
"Server16","-364","MSKB4296611","Security Update","NT AUTHORITY\SYSTEM"
"Server17","-364","MSKB9560293","Update","NT AUTHORITY\SYSTEM"
"Server17","-364","MSKB7747889","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-364","MSKB6837973","Update","NT AUTHORITY\SYSTEM"
"Server18","-364","MSKB2481078","Security Update","NT AUTHORITY\SYSTEM"
"Server18","-364","MSKB5294446","Security Update","NT AUTHORITY\SYSTEM"
"Server19","-364","MSKB9251745","Security Update","NT AUTHORITY\SYSTEM"
"Server19","-364","MSKB7002526","Security Update","NT AUTHORITY\SYSTEM"
"Server19","-364","MSKB9674726","Update","NT AUTHORITY\SYSTEM"
"Server19","-364","MSKB2574076","Update","NT AUTHORITY\SYSTEM"
"Server20","-364","MSKB2034976","Update","NT AUTHORITY\SYSTEM"
"Server20","-364","MSKB7157341","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-364","MSKB5763649","Update","NT AUTHORITY\SYSTEM"
"Server20","-364","MSKB2240674","Update","NT AUTHORITY\SYSTEM"
"Server20","-364","MSKB1677893","Security Update","NT AUTHORITY\SYSTEM"
"Server20","-364","MSKB3308239","Update","NT AUTHORITY\SYSTEM"
"Server21","-364","MSKB2235742","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-364","MSKB7804674","Update","NT AUTHORITY\SYSTEM"
"Server21","-364","MSKB7350696","Update","NT AUTHORITY\SYSTEM"
"Server21","-364","MSKB5147068","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-364","MSKB9051973","Security Update","NT AUTHORITY\SYSTEM"
"Server21","-364","MSKB6134938","Update","NT AUTHORITY\SYSTEM"
"Server22","-364","MSKB8975728","Security Update","NT AUTHORITY\SYSTEM"
"Server24","-364","MSKB5285151","Security Update","NT AUTHORITY\SYSTEM"
"Server24","-364","MSKB8123124","Security Update","NT AUTHORITY\SYSTEM"
"Server24","-364","MSKB4419796","Security Update","NT AUTHORITY\SYSTEM"
"Server24","-364","MSKB8205461","Security Update","NT AUTHORITY\SYSTEM"
"Server24","-364","MSKB6008554","Update","NT AUTHORITY\SYSTEM"
"Server24","-364","MSKB2550105","Update","NT AUTHORITY\SYSTEM"
"Server24","-364","MSKB6829261","Update","NT AUTHORITY\SYSTEM"
"Server25","-364","MSKB3662281","Update","NT AUTHORITY\SYSTEM"
"Server25","-364","MSKB1185914","Update","NT AUTHORITY\SYSTEM"
"Server25","-364","MSKB8394735","Update","NT AUTHORITY\SYSTEM"
"Server25","-364","MSKB4548847","Security Update","NT AUTHORITY\SYSTEM"
"Server25","-364","MSKB6823412","Update","NT AUTHORITY\SYSTEM"
"Server25","-364","MSKB7383155","Security Update","NT AUTHORITY\SYSTEM"
"Server25","-364","MSKB9054711","Update","NT AUTHORITY\SYSTEM"
"Server30","-364","MSKB7603441","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-364","MSKB1212842","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-364","MSKB3595789","Security Update","NT AUTHORITY\SYSTEM"
"Server30","-364","MSKB2727552","Security Update","NT AUTHORITY\SYSTEM"
"Server31","-364","MSKB8956262","Security Update","NT AUTHORITY\SYSTEM"
"Server31","-364","MSKB6146876","Security Update","NT AUTHORITY\SYSTEM"
"Server31","-364","MSKB3913667","Update","NT AUTHORITY\SYSTEM"
"Server31","-364","MSKB5621914","Security Update","NT AUTHORITY\SYSTEM"
"Server31","-364","MSKB2788378","Update","NT AUTHORITY\SYSTEM"
"Server31","-364","MSKB7722880","Update","NT AUTHORITY\SYSTEM"
"Server31","-364","MSKB3180869","Update","NT AUTHORITY\SYSTEM"
"Server33","-364","MSKB9230534","Update","NT AUTHORITY\SYSTEM"
"Server33","-364","MSKB9057390","Security Update","NT AUTHORITY\SYSTEM"
"Server33","-364","MSKB9585642","Security Update","NT AUTHORITY\SYSTEM"
"Server33","-364","MSKB9794734","Update","NT AUTHORITY\SYSTEM"
"Server33","-364","MSKB4219746","Security Update","NT AUTHORITY\SYSTEM"
"Server34","-364","MSKB4931199","Update","NT AUTHORITY\SYSTEM"
"Server34","-364","MSKB8801184","Update","NT AUTHORITY\SYSTEM"
"Server34","-364","MSKB7258988","Update","NT AUTHORITY\SYSTEM"
"Server36","-364","MSKB6498798","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-364","MSKB9767586","Security Update","NT AUTHORITY\SYSTEM"
"Server39","-364","MSKB5213403","Security Update","NT AUTHORITY\SYSTEM"
"Server40","-364","MSKB8971852","Security Update","NT AUTHORITY\SYSTEM"
"Server40","-364","MSKB1123236","Security Update","NT AUTHORITY\SYSTEM"
"Server40","-364","MSKB8253862","Update","NT AUTHORITY\SYSTEM"
"Server40","-364","MSKB5675622","Update","NT AUTHORITY\SYSTEM"
"Server40","-364","MSKB1010340","Update","NT AUTHORITY\SYSTEM"
"Server40","-364","MSKB3919099","Security Update","NT AUTHORITY\SYSTEM"
"Server40","-364","MSKB6958776","Update","NT AUTHORITY\SYSTEM"
"Server42","-364","MSKB5450517","Update","NT AUTHORITY\SYSTEM"
"Server42","-364","MSKB4582528","Update","NT AUTHORITY\SYSTEM"
"Server42","-364","MSKB9820594","Update","NT AUTHORITY\SYSTEM"
"Server42","-364","MSKB8099067","Update","NT AUTHORITY\SYSTEM"
"Server42","-364","MSKB3921079","Security Update","NT AUTHORITY\SYSTEM"
"Server42","-364","MSKB6942256","Update","NT AUTHORITY\SYSTEM"
"Server43","-364","MSKB9641926","Update","NT AUTHORITY\SYSTEM"
"Server43","-364","MSKB2079878","Update","NT AUTHORITY\SYSTEM"
"Server43","-364","MSKB3156124","Security Update","NT AUTHORITY\SYSTEM"
"Server43","-364","MSKB8427838","Update","NT AUTHORITY\SYSTEM"
"Server43","-364","MSKB7159916","Security Update","NT AUTHORITY\SYSTEM"
"Server44","-364","MSKB3687302","Security Update","NT AUTHORITY\SYSTEM"
"Server44","-364","MSKB5207868","Security Update","NT AUTHORITY\SYSTEM"
"Server44","-364","MSKB6033062","Update","NT AUTHORITY\SYSTEM"
"Server46","-364","MSKB3443936","Security Update","NT AUTHORITY\SYSTEM"
"Server46","-364","MSKB6497126","Security Update","NT AUTHORITY\SYSTEM"
"Server46","-364","MSKB9267683","Update","NT AUTHORITY\SYSTEM"
"Server48","-364","MSKB3170082","Update","NT AUTHORITY\SYSTEM"
"Server48","-364","MSKB7811494","Update","NT AUTHORITY\SYSTEM"
"Server48","-364","MSKB8058847","Security Update","NT AUTHORITY\SYSTEM"
"Server49","-364","MSKB2935058","Security Update","NT AUTHORITY\SYSTEM"
"Server50","-364","MSKB9871168","Security Update","NT AUTHORITY\SYSTEM"
"Server50","-364","MSKB5664520","Update","NT AUTHORITY\SYSTEM"
"Server50","-364","MSKB9455512","Update","NT AUTHORITY\SYSTEM"
"Server50","-364","MSKB2495285","Update","NT AUTHORITY\SYSTEM"
"Server50","-364","MSKB6385289","Update","NT AUTHORITY\SYSTEM"
"Server51","-364","MSKB6728322","Security Update","NT AUTHORITY\SYSTEM"
"Server51","-364","MSKB7278730","Security Update","NT AUTHORITY\SYSTEM"
"Server51","-364","MSKB3442176","Security Update","NT AUTHORITY\SYSTEM"
"Server51","-364","MSKB7824947","Update","NT AUTHORITY\SYSTEM"
"Server51","-364","MSKB2185356","Security Update","NT AUTHORITY\SYSTEM"
"Server51","-364","MSKB4848641","Update","NT AUTHORITY\SYSTEM"
"Server51","-364","MSKB7183635","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-364","MSKB5223990","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-364","MSKB1939142","Update","NT AUTHORITY\SYSTEM"
"Server52","-364","MSKB3893881","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-364","MSKB7544654","Update","NT AUTHORITY\SYSTEM"
"Server52","-364","MSKB5162232","Update","NT AUTHORITY\SYSTEM"
"Server52","-364","MSKB5853509","Security Update","NT AUTHORITY\SYSTEM"
"Server52","-364","MSKB4920977","Update","NT AUTHORITY\SYSTEM"
"Server54","-364","MSKB1318411","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-364","MSKB6534372","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-364","MSKB4557134","Security Update","NT AUTHORITY\SYSTEM"
"Server56","-364","MSKB4892829","Update","NT AUTHORITY\SYSTEM"
"Server57","-364","MSKB4666130","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-364","MSKB7284362","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-364","MSKB9920769","Update","NT AUTHORITY\SYSTEM"
"Server57","-364","MSKB2040533","Security Update","NT AUTHORITY\SYSTEM"
"Server57","-364","MSKB4872786","Update","NT AUTHORITY\SYSTEM"
"Server58","-364","MSKB8585084","Update","NT AUTHORITY\SYSTEM"
"Server58","-364","MSKB3515646","Security Update","NT AUTHORITY\SYSTEM"
"Server58","-364","MSKB2634741","Update","NT AUTHORITY\SYSTEM"
"Server58","-364","MSKB9969607","Update","NT AUTHORITY\SYSTEM"
"Server59","-364","MSKB6721661","Security Update","NT AUTHORITY\SYSTEM"
"Server59","-364","MSKB1775486","Security Update","NT AUTHORITY\SYSTEM"
"Server59","-364","MSKB7833005","Security Update","NT AUTHORITY\SYSTEM"
"Server60","-364","MSKB1317196","Update","NT AUTHORITY\SYSTEM"
"Server60","-364","MSKB4773915","Update","NT AUTHORITY\SYSTEM"
"Server60","-364","MSKB9401709","Update","NT AUTHORITY\SYSTEM"
"Server60","-364","MSKB1255306","Security Update","NT AUTHORITY\SYSTEM"
"Server60","-364","MSKB6033349","Update","NT AUTHORITY\SYSTEM"
"Server60","-364","MSKB7950284","Update","NT AUTHORITY\SYSTEM"
"Server61","-364","MSKB5801442","Update","NT AUTHORITY\SYSTEM"
"Server61","-364","MSKB2446505","Security Update","NT AUTHORITY\SYSTEM"
"Server61","-364","MSKB6645016","Update","NT AUTHORITY\SYSTEM"
"Server61","-364","MSKB9503652","Security Update","NT AUTHORITY\SYSTEM"
"Server61","-364","MSKB2498529","Security Update","NT AUTHORITY\SYSTEM"
"Server61","-364","MSKB9652415","Update","NT AUTHORITY\SYSTEM"
"Server61","-364","MSKB5527196","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-364","MSKB4628015","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-364","MSKB8745755","Security Update","NT AUTHORITY\SYSTEM"
"Server62","-364","MSKB9275984","Update","NT AUTHORITY\SYSTEM"
"Server62","-364","MSKB1646572","Update","NT AUTHORITY\SYSTEM"
"Server63","-364","MSKB7172743","Update","NT AUTHORITY\SYSTEM"
"Server63","-364","MSKB7660917","Security Update","NT AUTHORITY\SYSTEM"
"Server63","-364","MSKB4413388","Update","NT AUTHORITY\SYSTEM"
"Server63","-364","MSKB5942470","Security Update","NT AUTHORITY\SYSTEM"
"Server63","-364","MSKB1716815","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-364","MSKB3878755","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-364","MSKB4778748","Security Update","NT AUTHORITY\SYSTEM"
"Server64","-364","MSKB5950368","Security Update","NT AUTHORITY\SYSTEM"
"Server66","-364","MSKB7919526","Update","NT AUTHORITY\SYSTEM"
"Server66","-364","MSKB7111024","Security Update","NT AUTHORITY\SYSTEM"
"Server66","-364","MSKB1443557","Update","NT AUTHORITY\SYSTEM"
"Server66","-364","MSKB5611697","Update","NT AUTHORITY\SYSTEM"
"Server66","-364","MSKB1093983","Security Update","NT AUTHORITY\SYSTEM"
"Server66","-364","MSKB9323893","Security Update","NT AUTHORITY\SYSTEM"
"Server67","-364","MSKB5901505","Update","NT AUTHORITY\SYSTEM"
"Server67","-364","MSKB9260950","Update","NT AUTHORITY\SYSTEM"
"Server67","-364","MSKB1941386","Security Update","NT AUTHORITY\SYSTEM"
"Server67","-364","MSKB6845037","Update","NT AUTHORITY\SYSTEM"
"Server68","-364","MSKB4439152","Update","NT AUTHORITY\SYSTEM"
"Server68","-364","MSKB5188748","Update","NT AUTHORITY\SYSTEM"
"Server68","-364","MSKB2633994","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-364","MSKB1630585","Update","NT AUTHORITY\SYSTEM"
"Server68","-364","MSKB4091511","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-364","MSKB8523464","Security Update","NT AUTHORITY\SYSTEM"
"Server68","-364","MSKB7713369","Security Update","NT AUTHORITY\SYSTEM"
"Server70","-364","MSKB4603224","Update","NT AUTHORITY\SYSTEM"
"Server70","-364","MSKB8913949","Update","NT AUTHORITY\SYSTEM"
"Server70","-364","MSKB7933356","Security Update","NT AUTHORITY\SYSTEM"
"Server70","-364","MSKB6327218","Security Update","NT AUTHORITY\SYSTEM"
"Server70","-364","MSKB1938001","Update","NT AUTHORITY\SYSTEM"
"Server70","-364","MSKB5243944","Update","NT AUTHORITY\SYSTEM"
"Server71","-364","MSKB3877665","Update","NT AUTHORITY\SYSTEM"
"Server71","-364","MSKB2520452","Update","NT AUTHORITY\SYSTEM"
"Server71","-364","MSKB8540065","Update","NT AUTHORITY\SYSTEM"
"Server71","-364","MSKB7355550","Security Update","NT AUTHORITY\SYSTEM"
"Server71","-364","MSKB1953681","Security Update","NT AUTHORITY\SYSTEM"
"Server72","-364","MSKB4922213","Security Update","NT AUTHORITY\SYSTEM"
"Server72","-364","MSKB4880690","Update","NT AUTHORITY\SYSTEM"
"Server72","-364","MSKB6333005","Update","NT AUTHORITY\SYSTEM"
"Server72","-364","MSKB4347146","Security Update","NT AUTHORITY\SYSTEM"
"Server72","-364","MSKB7306511","Update","NT AUTHORITY\SYSTEM"
"Server72","-364","MSKB7812912","Security Update","NT AUTHORITY\SYSTEM"
"Server72","-364","MSKB6318879","Update","NT AUTHORITY\SYSTEM"
"Server73","-364","MSKB1409334","Update","NT AUTHORITY\SYSTEM"
"Server73","-364","MSKB4296197","Update","NT AUTHORITY\SYSTEM"
"Server74","-364","MSKB8151429","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-364","MSKB5167661","Update","NT AUTHORITY\SYSTEM"
"Server74","-364","MSKB4073946","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-364","MSKB5709973","Security Update","NT AUTHORITY\SYSTEM"
"Server74","-364","MSKB2160528","Update","NT AUTHORITY\SYSTEM"
"Server74","-364","MSKB2942250","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-364","MSKB5270929","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-364","MSKB7110756","Security Update","NT AUTHORITY\SYSTEM"
"Server76","-364","MSKB2772626","Update","NT AUTHORITY\SYSTEM"
"Server76","-364","MSKB6608258","Update","NT AUTHORITY\SYSTEM"
"Server77","-364","MSKB1396345","Update","NT AUTHORITY\SYSTEM"
"Server77","-364","MSKB1569391","Update","NT AUTHORITY\SYSTEM"
"Server77","-364","MSKB8561038","Update","NT AUTHORITY\SYSTEM"
"Server77","-364","MSKB5977336","Update","NT AUTHORITY\SYSTEM"
"Server77","-364","MSKB6071205","Security Update","NT AUTHORITY\SYSTEM"
"Server77","-364","MSKB8061174","Update","NT AUTHORITY\SYSTEM"
"Server78","-364","MSKB8997302","Security Update","NT AUTHORITY\SYSTEM"
"Server79","-364","MSKB8191856","Security Update","NT AUTHORITY\SYSTEM"
"Server79","-364","MSKB5777099","Security Update","NT AUTHORITY\SYSTEM"
"Server79","-364","MSKB7183599","Update","NT AUTHORITY\SYSTEM"
"Server79","-364","MSKB5638785","Update","NT AUTHORITY\SYSTEM"
"Server79","-364","MSKB6422669","Security Update","NT AUTHORITY\SYSTEM"
"Server79","-364","MSKB9314516","Update","NT AUTHORITY\SYSTEM"
"Server81","-364","MSKB1395565","Security Update","NT AUTHORITY\SYSTEM"
"Server81","-364","MSKB4211894","Security Update","NT AUTHORITY\SYSTEM"
"Server81","-364","MSKB9687837","Update","NT AUTHORITY\SYSTEM"
"Server82","-364","MSKB6836469","Update","NT AUTHORITY\SYSTEM"
"Server82","-364","MSKB3051036","Update","NT AUTHORITY\SYSTEM"
"Server83","-364","MSKB6534856","Update","NT AUTHORITY\SYSTEM"
"Server83","-364","MSKB1840590","Update","NT AUTHORITY\SYSTEM"
"Server83","-364","MSKB9927989","Update","NT AUTHORITY\SYSTEM"
"Server83","-364","MSKB2380707","Security Update","NT AUTHORITY\SYSTEM"
"Server83","-364","MSKB2549132","Update","NT AUTHORITY\SYSTEM"
"Server84","-364","MSKB4161386","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-364","MSKB3077016","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-364","MSKB3745755","Update","NT AUTHORITY\SYSTEM"
"Server85","-364","MSKB8659716","Security Update","NT AUTHORITY\SYSTEM"
"Server85","-364","MSKB9864103","Update","NT AUTHORITY\SYSTEM"
"Server85","-364","MSKB6073558","Update","NT AUTHORITY\SYSTEM"
"Server85","-364","MSKB9644843","Security Update","NT AUTHORITY\SYSTEM"
"Server88","-364","MSKB3008223","Security Update","NT AUTHORITY\SYSTEM"
"Server88","-364","MSKB5544053","Security Update","NT AUTHORITY\SYSTEM"
"Server88","-364","MSKB9175745","Update","NT AUTHORITY\SYSTEM"
"Server88","-364","MSKB8883670","Security Update","NT AUTHORITY\SYSTEM"
"Server88","-364","MSKB8360644","Security Update","NT AUTHORITY\SYSTEM"
"Server88","-364","MSKB6235741","Security Update","NT AUTHORITY\SYSTEM"
"Server89","-364","MSKB5323941","Update","NT AUTHORITY\SYSTEM"
"Server89","-364","MSKB3289158","Security Update","NT AUTHORITY\SYSTEM"
"Server89","-364","MSKB1161229","Update","NT AUTHORITY\SYSTEM"
"Server89","-364","MSKB2796996","Update","NT AUTHORITY\SYSTEM"
"Server90","-364","MSKB2546413","Update","NT AUTHORITY\SYSTEM"
"Server90","-364","MSKB6209371","Update","NT AUTHORITY\SYSTEM"
"Server90","-364","MSKB1256742","Security Update","NT AUTHORITY\SYSTEM"
"Server90","-364","MSKB4166763","Security Update","NT AUTHORITY\SYSTEM"
"Server91","-364","MSKB5324002","Security Update","NT AUTHORITY\SYSTEM"
"Server91","-364","MSKB8599961","Security Update","NT AUTHORITY\SYSTEM"
"Server92","-364","MSKB7860936","Update","NT AUTHORITY\SYSTEM"
"Server92","-364","MSKB2876436","Security Update","NT AUTHORITY\SYSTEM"
"Server92","-364","MSKB4968666","Update","NT AUTHORITY\SYSTEM"
"Server93","-364","MSKB1202355","Update","NT AUTHORITY\SYSTEM"
"Server94","-364","MSKB4504555","Security Update","NT AUTHORITY\SYSTEM"
"Server94","-364","MSKB6869010","Update","NT AUTHORITY\SYSTEM"
"Server95","-364","MSKB1828685","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-364","MSKB8816098","Update","NT AUTHORITY\SYSTEM"
"Server95","-364","MSKB5653047","Update","NT AUTHORITY\SYSTEM"
"Server95","-364","MSKB3314189","Security Update","NT AUTHORITY\SYSTEM"
"Server95","-364","MSKB5586474","Update","NT AUTHORITY\SYSTEM"
"Server95","-364","MSKB6194412","Update","NT AUTHORITY\SYSTEM"
"Server96","-364","MSKB8374943","Security Update","NT AUTHORITY\SYSTEM"
"Server96","-364","MSKB2008074","Update","NT AUTHORITY\SYSTEM"
"Server96","-364","MSKB7792737","Security Update","NT AUTHORITY\SYSTEM"
"Server96","-364","MSKB1729642","Update","NT AUTHORITY\SYSTEM"
"Server96","-364","MSKB9533395","Security Update","NT AUTHORITY\SYSTEM"
"Server96","-364","MSKB1011663","Security Update","NT AUTHORITY\SYSTEM"
"Server97","-364","MSKB5333285","Security Update","NT AUTHORITY\SYSTEM"
"Server97","-364","MSKB2608746","Security Update","NT AUTHORITY\SYSTEM"
"Server97","-364","MSKB2138752","Update","NT AUTHORITY\SYSTEM"
"Server97","-364","MSKB9509651","Update","NT AUTHORITY\SYSTEM"
"Server98","-364","MSKB3308474","Update","NT AUTHORITY\SYSTEM"
"Server98","-364","MSKB3024831","Update","NT AUTHORITY\SYSTEM"
"Server98","-364","MSKB2774186","Update","NT AUTHORITY\SYSTEM"
"Server98","-364","MSKB3490761","Update","NT AUTHORITY\SYSTEM"
"Server98","-364","MSKB9398124","Security Update","NT AUTHORITY\SYSTEM"
"Server98","-364","MSKB9623049","Security Update","NT AUTHORITY\SYSTEM"
"Server99","-364","MSKB8674825","Update","NT AUTHORITY\SYSTEM"
"Server99","-364","MSKB3199378","Update","NT AUTHORITY\SYSTEM"
"Server99","-364","MSKB7205319","Security Update","NT AUTHORITY\SYSTEM"
"Server99","-364","MSKB5772165","Update","NT AUTHORITY\SYSTEM"
"Server99","-364","MSKB2575106","Security Update","NT AUTHORITY\SYSTEM"
"Server99","-364","MSKB8471763","Update","NT AUTHORITY\SYSTEM"
"Server1","-357","MSKB2496487","Update","NT AUTHORITY\SYSTEM"
"Server1","-357","MSKB4510293","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-357","MSKB3948508","Security Update","NT AUTHORITY\SYSTEM"
"Server1","-357","MSKB1804780","Update","NT AUTHORITY\SYSTEM"
"Server2","-357","MSKB1358633","Update","NT AUTHORITY\SYSTEM"
"Server2","-357","MSKB2290841","Update","NT AUTHORITY\SYSTEM"
"Server2","-357","MSKB8823813","Security Update","NT AUTHORITY\SYSTEM"
"Server2","-357","MSKB9010574","Security Update","NT AUTHORITY\SYSTEM"
"Server2","-357","MSKB8125620","Update","NT AUTHORITY\SYSTEM"
"Server3","-357","MSKB1729090","Update","NT AUTHORITY\SYSTEM"
"Server4","-357","MSKB4383282","Update","NT AUTHORITY\SYSTEM"
"Server4","-357","MSKB5006756","Update","NT AUTHORITY\SYSTEM"
"Server4","-357","MSKB9358943","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-357","MSKB2429857","Update","NT AUTHORITY\SYSTEM"
"Server4","-357","MSKB7020242","Security Update","NT AUTHORITY\SYSTEM"
"Server4","-357","MSKB9883416","Security Update","NT AUTHORITY\SYSTEM"
"Server6","-357","MSKB2813973","Update","NT AUTHORITY\SYSTEM"
"Server6","-357","MSKB9627838","Update","NT AUTHORITY\SYSTEM"
"Server6","-357","MSKB9156798","Update","NT AUTHORITY\SYSTEM"
"Server6","-357","MSKB8382587","Update","NT AUTHORITY\SYSTEM"
"Server6","-357","MSKB3177761","Security Update","NT AUTHORITY\SYSTEM"
"Server8","-357","MSKB8885390","Update","NT AUTHORITY\SYSTEM"
"Server8","-357","MSKB2699638","Update","NT AUTHORITY\SYSTEM"
"Server8","-357","MSKB8874858","Update","NT AUTHORITY\SYSTEM"
"Server8","-357","MSKB5769525","Update","NT AUTHORITY\SYSTEM"
"Server8","-357","MSKB5787484","Security Update","NT AUTHORITY\SYSTEM"
"Server8","-357","MSKB6815646","Security Update","NT AUTHORITY\SYSTEM"
"Server8","-357","MSKB8308725","Security Update","NT AUTHORITY\SYSTEM"
"Server9","-357","MSKB7430424","Security Update","NT AUTHORITY\SYSTEM"
"Server9","-357","MSKB7967595","Update","NT AUTHORITY\SYSTEM"
