"ServerName","Date","PatchAge"
"Server56","1/6/2020 12:00:00 AM","2"
"Server57","1/6/2020 12:00:00 AM","2"
"Server58","1/6/2020 12:00:00 AM","2"
"Server59","1/6/2020 12:00:00 AM","2"
"Server60","1/6/2020 12:00:00 AM","2"
"Server61","1/6/2020 12:00:00 AM","2"
"Server62","1/6/2020 12:00:00 AM","2"
"Server63","1/6/2020 12:00:00 AM","2"
"Server64","1/6/2020 12:00:00 AM","2"
"Server65","1/6/2020 12:00:00 AM","3"
"Server66","1/6/2020 12:00:00 AM","2"
"Server67","1/6/2020 12:00:00 AM","2"
"Server68","1/6/2020 12:00:00 AM","2"
"Server69","1/6/2020 12:00:00 AM","3"
"Server70","1/6/2020 12:00:00 AM","2"
"Server71","1/6/2020 12:00:00 AM","2"
"Server72","1/6/2020 12:00:00 AM","2"
"Server73","1/6/2020 12:00:00 AM","2"
"Server74","1/6/2020 12:00:00 AM","2"
"Server75","1/6/2020 12:00:00 AM","3"
"Server76","1/6/2020 12:00:00 AM","2"
"Server77","1/6/2020 12:00:00 AM","2"
"Server78","1/6/2020 12:00:00 AM","2"
"Server79","1/6/2020 12:00:00 AM","2"
"Server80","1/6/2020 12:00:00 AM","3"
"Server81","1/6/2020 12:00:00 AM","2"
"Server82","1/6/2020 12:00:00 AM","2"
"Server83","1/6/2020 12:00:00 AM","2"
"Server84","1/6/2020 12:00:00 AM","2"
"Server85","1/6/2020 12:00:00 AM","2"
"Server86","1/6/2020 12:00:00 AM","3"
"Server87","1/6/2020 12:00:00 AM","3"
"Server88","1/6/2020 12:00:00 AM","2"
"Server89","1/6/2020 12:00:00 AM","2"
"Server90","1/6/2020 12:00:00 AM","2"
"Server91","1/6/2020 12:00:00 AM","2"
"Server92","1/6/2020 12:00:00 AM","2"
"Server93","1/6/2020 12:00:00 AM","2"
"Server94","1/6/2020 12:00:00 AM","2"
"Server95","1/6/2020 12:00:00 AM","2"
"Server96","1/6/2020 12:00:00 AM","2"
"Server97","1/6/2020 12:00:00 AM","2"
"Server98","1/6/2020 12:00:00 AM","2"
"Server99","1/6/2020 12:00:00 AM","2"
"Server0","1/7/2020 12:00:00 AM","3"
"Server1","1/7/2020 12:00:00 AM","4"
"Server2","1/7/2020 12:00:00 AM","3"
"Server3","1/7/2020 12:00:00 AM","3"
"Server4","1/7/2020 12:00:00 AM","3"
"Server5","1/7/2020 12:00:00 AM","3"
"Server6","1/7/2020 12:00:00 AM","3"
"Server7","1/7/2020 12:00:00 AM","3"
"Server8","1/7/2020 12:00:00 AM","3"
"Server9","1/7/2020 12:00:00 AM","3"
"Server10","1/7/2020 12:00:00 AM","3"
"Server11","1/7/2020 12:00:00 AM","4"
"Server12","1/7/2020 12:00:00 AM","3"
"Server13","1/7/2020 12:00:00 AM","3"
"Server14","1/7/2020 12:00:00 AM","3"
"Server15","1/7/2020 12:00:00 AM","3"
"Server16","1/7/2020 12:00:00 AM","3"
"Server17","1/7/2020 12:00:00 AM","3"
"Server18","1/7/2020 12:00:00 AM","3"
"Server19","1/7/2020 12:00:00 AM","3"
"Server20","1/7/2020 12:00:00 AM","3"
"Server21","1/7/2020 12:00:00 AM","3"
"Server22","1/7/2020 12:00:00 AM","3"
"Server23","1/7/2020 12:00:00 AM","4"
"Server24","1/7/2020 12:00:00 AM","3"
"Server25","1/7/2020 12:00:00 AM","3"
"Server26","1/7/2020 12:00:00 AM","4"
"Server27","1/7/2020 12:00:00 AM","4"
"Server28","1/7/2020 12:00:00 AM","4"
"Server29","1/7/2020 12:00:00 AM","4"
"Server30","1/7/2020 12:00:00 AM","3"
"Server31","1/7/2020 12:00:00 AM","3"
"Server32","1/7/2020 12:00:00 AM","4"
"Server33","1/7/2020 12:00:00 AM","3"
"Server34","1/7/2020 12:00:00 AM","3"
"Server35","1/7/2020 12:00:00 AM","4"
"Server36","1/7/2020 12:00:00 AM","3"
"Server37","1/7/2020 12:00:00 AM","4"
"Server38","1/7/2020 12:00:00 AM","4"
"Server39","1/7/2020 12:00:00 AM","3"
"Server40","1/7/2020 12:00:00 AM","3"
"Server41","1/7/2020 12:00:00 AM","4"
"Server42","1/7/2020 12:00:00 AM","3"
"Server43","1/7/2020 12:00:00 AM","3"
"Server44","1/7/2020 12:00:00 AM","3"
"Server45","1/7/2020 12:00:00 AM","4"
"Server46","1/7/2020 12:00:00 AM","3"
"Server47","1/7/2020 12:00:00 AM","4"
"Server48","1/7/2020 12:00:00 AM","3"
"Server49","1/7/2020 12:00:00 AM","3"
"Server50","1/7/2020 12:00:00 AM","3"
"Server51","1/7/2020 12:00:00 AM","3"
"Server52","1/7/2020 12:00:00 AM","3"
"Server53","1/7/2020 12:00:00 AM","4"
"Server54","1/7/2020 12:00:00 AM","3"
"Server55","1/7/2020 12:00:00 AM","4"
"Server56","1/7/2020 12:00:00 AM","3"
"Server57","1/7/2020 12:00:00 AM","3"
"Server58","1/7/2020 12:00:00 AM","3"
"Server59","1/7/2020 12:00:00 AM","3"
"Server60","1/7/2020 12:00:00 AM","3"
"Server61","1/7/2020 12:00:00 AM","3"
"Server62","1/7/2020 12:00:00 AM","3"
"Server63","1/7/2020 12:00:00 AM","3"
"Server64","1/7/2020 12:00:00 AM","3"
"Server65","1/7/2020 12:00:00 AM","4"
"Server66","1/7/2020 12:00:00 AM","3"
"Server67","1/7/2020 12:00:00 AM","3"
"Server68","1/7/2020 12:00:00 AM","3"
"Server69","1/7/2020 12:00:00 AM","4"
"Server70","1/7/2020 12:00:00 AM","3"
"Server71","1/7/2020 12:00:00 AM","3"
"Server72","1/7/2020 12:00:00 AM","3"
"Server73","1/7/2020 12:00:00 AM","3"
"Server74","1/7/2020 12:00:00 AM","3"
"Server75","1/7/2020 12:00:00 AM","4"
"Server76","1/7/2020 12:00:00 AM","3"
"Server77","1/7/2020 12:00:00 AM","3"
"Server78","1/7/2020 12:00:00 AM","3"
"Server79","1/7/2020 12:00:00 AM","3"
"Server80","1/7/2020 12:00:00 AM","4"
"Server81","1/7/2020 12:00:00 AM","3"
"Server82","1/7/2020 12:00:00 AM","3"
"Server83","1/7/2020 12:00:00 AM","3"
"Server84","1/7/2020 12:00:00 AM","3"
"Server85","1/7/2020 12:00:00 AM","3"
"Server86","1/7/2020 12:00:00 AM","4"
"Server87","1/7/2020 12:00:00 AM","4"
"Server88","1/7/2020 12:00:00 AM","3"
"Server89","1/7/2020 12:00:00 AM","3"
"Server90","1/7/2020 12:00:00 AM","3"
"Server91","1/7/2020 12:00:00 AM","3"
"Server92","1/7/2020 12:00:00 AM","3"
"Server93","1/7/2020 12:00:00 AM","3"
"Server94","1/7/2020 12:00:00 AM","3"
"Server95","1/7/2020 12:00:00 AM","3"
"Server96","1/7/2020 12:00:00 AM","3"
"Server97","1/7/2020 12:00:00 AM","3"
"Server98","1/7/2020 12:00:00 AM","3"
"Server99","1/7/2020 12:00:00 AM","3"
"Server0","1/8/2020 12:00:00 AM","4"
"Server1","1/8/2020 12:00:00 AM","5"
"Server2","1/8/2020 12:00:00 AM","4"
"Server3","1/8/2020 12:00:00 AM","4"
"Server4","1/8/2020 12:00:00 AM","4"
"Server5","1/8/2020 12:00:00 AM","4"
"Server6","1/8/2020 12:00:00 AM","4"
"Server7","1/8/2020 12:00:00 AM","4"
"Server8","1/8/2020 12:00:00 AM","4"
"Server9","1/8/2020 12:00:00 AM","4"
"Server10","1/8/2020 12:00:00 AM","4"
"Server11","1/8/2020 12:00:00 AM","5"
"Server12","1/8/2020 12:00:00 AM","4"
"Server13","1/8/2020 12:00:00 AM","4"
"Server14","1/8/2020 12:00:00 AM","4"
"Server15","1/8/2020 12:00:00 AM","4"
"Server16","1/8/2020 12:00:00 AM","4"
"Server17","1/8/2020 12:00:00 AM","4"
"Server18","1/8/2020 12:00:00 AM","4"
"Server19","1/8/2020 12:00:00 AM","4"
"Server20","1/8/2020 12:00:00 AM","4"
"Server21","1/8/2020 12:00:00 AM","4"
"Server22","1/8/2020 12:00:00 AM","4"
"Server23","1/8/2020 12:00:00 AM","5"
"Server24","1/8/2020 12:00:00 AM","4"
"Server25","1/8/2020 12:00:00 AM","4"
"Server26","1/8/2020 12:00:00 AM","5"
"Server27","1/8/2020 12:00:00 AM","5"
"Server28","1/8/2020 12:00:00 AM","5"
"Server29","1/8/2020 12:00:00 AM","5"
"Server30","1/8/2020 12:00:00 AM","4"
"Server31","1/8/2020 12:00:00 AM","4"
"Server32","1/8/2020 12:00:00 AM","5"
"Server33","1/8/2020 12:00:00 AM","4"
"Server34","1/8/2020 12:00:00 AM","4"
"Server35","1/8/2020 12:00:00 AM","5"
"Server36","1/8/2020 12:00:00 AM","4"
"Server37","1/8/2020 12:00:00 AM","5"
"Server38","1/8/2020 12:00:00 AM","5"
"Server39","1/8/2020 12:00:00 AM","4"
"Server40","1/8/2020 12:00:00 AM","4"
"Server41","1/8/2020 12:00:00 AM","5"
"Server42","1/8/2020 12:00:00 AM","4"
"Server43","1/8/2020 12:00:00 AM","4"
"Server44","1/8/2020 12:00:00 AM","4"
"Server45","1/8/2020 12:00:00 AM","5"
"Server46","1/8/2020 12:00:00 AM","4"
"Server47","1/8/2020 12:00:00 AM","5"
"Server48","1/8/2020 12:00:00 AM","4"
"Server49","1/8/2020 12:00:00 AM","4"
"Server50","1/8/2020 12:00:00 AM","4"
"Server51","1/8/2020 12:00:00 AM","4"
"Server52","1/8/2020 12:00:00 AM","4"
"Server53","1/8/2020 12:00:00 AM","5"
"Server54","1/8/2020 12:00:00 AM","4"
"Server55","1/8/2020 12:00:00 AM","5"
"Server56","1/8/2020 12:00:00 AM","4"
"Server57","1/8/2020 12:00:00 AM","4"
"Server58","1/8/2020 12:00:00 AM","4"
"Server59","1/8/2020 12:00:00 AM","4"
"Server60","1/8/2020 12:00:00 AM","4"
"Server61","1/8/2020 12:00:00 AM","4"
"Server62","1/8/2020 12:00:00 AM","4"
"Server63","1/8/2020 12:00:00 AM","4"
"Server64","1/8/2020 12:00:00 AM","4"
"Server65","1/8/2020 12:00:00 AM","5"
"Server66","1/8/2020 12:00:00 AM","4"
"Server67","1/8/2020 12:00:00 AM","4"
"Server68","1/8/2020 12:00:00 AM","4"
"Server69","1/8/2020 12:00:00 AM","5"
"Server70","1/8/2020 12:00:00 AM","4"
"Server71","1/8/2020 12:00:00 AM","4"
"Server72","1/8/2020 12:00:00 AM","4"
"Server73","1/8/2020 12:00:00 AM","4"
"Server74","1/8/2020 12:00:00 AM","4"
"Server75","1/8/2020 12:00:00 AM","5"
"Server76","1/8/2020 12:00:00 AM","4"
"Server77","1/8/2020 12:00:00 AM","4"
"Server78","1/8/2020 12:00:00 AM","4"
"Server79","1/8/2020 12:00:00 AM","4"
"Server80","1/8/2020 12:00:00 AM","5"
"Server81","1/8/2020 12:00:00 AM","4"
"Server82","1/8/2020 12:00:00 AM","4"
"Server83","1/8/2020 12:00:00 AM","4"
"Server84","1/8/2020 12:00:00 AM","4"
"Server85","1/8/2020 12:00:00 AM","4"
"Server86","1/8/2020 12:00:00 AM","5"
"Server87","1/8/2020 12:00:00 AM","5"
"Server88","1/8/2020 12:00:00 AM","4"
"Server89","1/8/2020 12:00:00 AM","4"
"Server90","1/8/2020 12:00:00 AM","4"
"Server91","1/8/2020 12:00:00 AM","4"
"Server92","1/8/2020 12:00:00 AM","4"
"Server93","1/8/2020 12:00:00 AM","4"
"Server94","1/8/2020 12:00:00 AM","4"
"Server95","1/8/2020 12:00:00 AM","4"
"Server96","1/8/2020 12:00:00 AM","4"
"Server97","1/8/2020 12:00:00 AM","4"
"Server98","1/8/2020 12:00:00 AM","4"
"Server99","1/8/2020 12:00:00 AM","4"
"Server0","1/9/2020 12:00:00 AM","5"
"Server1","1/9/2020 12:00:00 AM","6"
"Server2","1/9/2020 12:00:00 AM","5"
"Server3","1/9/2020 12:00:00 AM","5"
"Server4","1/9/2020 12:00:00 AM","5"
"Server5","1/9/2020 12:00:00 AM","5"
"Server6","1/9/2020 12:00:00 AM","5"
"Server7","1/9/2020 12:00:00 AM","5"
"Server8","1/9/2020 12:00:00 AM","5"
"Server9","1/9/2020 12:00:00 AM","5"
"Server10","1/9/2020 12:00:00 AM","5"
"Server11","1/9/2020 12:00:00 AM","6"
"Server12","1/9/2020 12:00:00 AM","5"
"Server13","1/9/2020 12:00:00 AM","5"
"Server14","1/9/2020 12:00:00 AM","5"
"Server15","1/9/2020 12:00:00 AM","5"
"Server16","1/9/2020 12:00:00 AM","5"
"Server17","1/9/2020 12:00:00 AM","5"
"Server18","1/9/2020 12:00:00 AM","5"
"Server19","1/9/2020 12:00:00 AM","5"
"Server20","1/9/2020 12:00:00 AM","5"
"Server21","1/9/2020 12:00:00 AM","5"
"Server22","1/9/2020 12:00:00 AM","5"
"Server23","1/9/2020 12:00:00 AM","6"
"Server24","1/9/2020 12:00:00 AM","5"
"Server25","1/9/2020 12:00:00 AM","5"
"Server26","1/9/2020 12:00:00 AM","6"
"Server27","1/9/2020 12:00:00 AM","6"
"Server28","1/9/2020 12:00:00 AM","6"
"Server29","1/9/2020 12:00:00 AM","6"
"Server30","1/9/2020 12:00:00 AM","5"
"Server31","1/9/2020 12:00:00 AM","5"
"Server32","1/9/2020 12:00:00 AM","6"
"Server33","1/9/2020 12:00:00 AM","5"
"Server34","1/9/2020 12:00:00 AM","5"
"Server35","1/9/2020 12:00:00 AM","6"
"Server36","1/9/2020 12:00:00 AM","5"
"Server37","1/9/2020 12:00:00 AM","6"
"Server38","1/9/2020 12:00:00 AM","6"
"Server39","1/9/2020 12:00:00 AM","5"
"Server40","1/9/2020 12:00:00 AM","5"
"Server41","1/9/2020 12:00:00 AM","6"
"Server42","1/9/2020 12:00:00 AM","5"
"Server43","1/9/2020 12:00:00 AM","5"
"Server44","1/9/2020 12:00:00 AM","5"
"Server45","1/9/2020 12:00:00 AM","6"
"Server46","1/9/2020 12:00:00 AM","5"
"Server47","1/9/2020 12:00:00 AM","6"
"Server48","1/9/2020 12:00:00 AM","5"
"Server49","1/9/2020 12:00:00 AM","5"
"Server50","1/9/2020 12:00:00 AM","5"
"Server51","1/9/2020 12:00:00 AM","5"
"Server52","1/9/2020 12:00:00 AM","5"
"Server53","1/9/2020 12:00:00 AM","6"
"Server54","1/9/2020 12:00:00 AM","5"
"Server55","1/9/2020 12:00:00 AM","6"
"Server56","1/9/2020 12:00:00 AM","5"
"Server57","1/9/2020 12:00:00 AM","5"
"Server58","1/9/2020 12:00:00 AM","5"
"Server59","1/9/2020 12:00:00 AM","5"
"Server60","1/9/2020 12:00:00 AM","5"
"Server61","1/9/2020 12:00:00 AM","5"
"Server62","1/9/2020 12:00:00 AM","5"
"Server63","1/9/2020 12:00:00 AM","5"
"Server64","1/9/2020 12:00:00 AM","5"
"Server65","1/9/2020 12:00:00 AM","6"
"Server66","1/9/2020 12:00:00 AM","5"
"Server67","1/9/2020 12:00:00 AM","5"
"Server68","1/9/2020 12:00:00 AM","5"
"Server69","1/9/2020 12:00:00 AM","6"
"Server70","1/9/2020 12:00:00 AM","5"
"Server71","1/9/2020 12:00:00 AM","5"
"Server72","1/9/2020 12:00:00 AM","5"
"Server73","1/9/2020 12:00:00 AM","5"
"Server74","1/9/2020 12:00:00 AM","5"
"Server75","1/9/2020 12:00:00 AM","6"
"Server76","1/9/2020 12:00:00 AM","5"
"Server77","1/9/2020 12:00:00 AM","5"
"Server78","1/9/2020 12:00:00 AM","5"
"Server79","1/9/2020 12:00:00 AM","5"
"Server80","1/9/2020 12:00:00 AM","6"
"Server81","1/9/2020 12:00:00 AM","5"
